,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
188,SAT 14,2005-07-31 02:00,法國甲組聯賽,尼斯,特魯瓦,1.7630,3.0579,4.6410,1.7393,3.0854,4.8394,---,---,---,1.70,3.20,4.50,0.0546,0.0310,0.0949,0.0310,0.4600,0.0991,0.0604,0.0347,0.1108,0.0359,0.6445,0.1332,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,1 , 0,1 , 1,D,
189,SAT 15,2005-07-31 02:00,法國甲組聯賽,索察,圖盧茲,2.0079,2.9928,3.6343,2.0548,2.9802,3.5262,---,---,---,2.20,2.90,3.10,0.0978,0.0487,0.0783,0.0262,0.3039,0.0836,0.1327,0.0646,0.0857,0.0288,0.2474,0.0702,---,---,---,0/-0.5,2.00,1.84,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 1,0 , 1,A,
190,SAT 16,2005-07-31 02:00,法國甲組聯賽,聖伊天,阿些斯奧,1.7107,3.1479,4.8388,1.6647,3.1939,5.1953,---,---,---,1.65,3.00,5.50,0.0601,0.0351,0.1297,0.0412,0.5734,0.1185,0.0671,0.0403,0.1507,0.0472,0.7843,0.1510,,,,,,,---,---,---,2.5,2.40,1.50,,,,,,,,0 , 0,0 , 0,D,
191,SAT 17,2005-07-31 02:00,法國甲組聯賽,斯特拉斯堡,歐塞爾,2.2388,2.9175,3.1135,2.1836,2.9272,3.2612,---,---,---,2.05,2.95,3.40,0.0826,0.0369,0.0906,0.0311,0.1741,0.0559,0.0998,0.0457,0.0922,0.0315,0.3347,0.1026,---,---,---,0/-0.5,1.75,2.12,---,---,---,2.5,2.29,1.55,,,,,,,,0 , 0,0 , 0,D,
192,SAT 18,2005-07-31 03:00,巴西甲組聯賽,高士路,福塔雷薩,1.4753,3.6536,5.9131,1.4756,3.6536,5.9131,---,---,---,1.50,3.75,5.20,0.0494,0.0335,0.1923,0.0526,0.5921,0.1001,0.0497,0.0336,0.1923,0.0526,0.5921,0.1001,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,1 , 0,3 , 0,H,
193,SAT 19,2005-07-31 03:00,巴西甲組聯賽,戈亞斯,明尼路,1.5696,3.4738,5.0680,1.5688,3.4788,5.0660,---,---,---,1.57,3.60,4.75,0.0488,0.0311,0.1371,0.0395,0.3322,0.0656,0.0472,0.0301,0.1356,0.0390,0.3335,0.0658,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,1 , 1,3 , 1,H,
194,SAT 20,2005-07-31 03:00,巴西甲組聯賽,華斯高,聖卡坦奴,2.7114,3.1625,2.2956,2.7156,3.1651,2.2922,---,---,---,2.50,3.55,2.25,0.1163,0.0429,0.1712,0.0541,0.0832,0.0362,0.1186,0.0437,0.1714,0.0541,0.0889,0.0388,---,---,---,0,2.05,1.78,---,---,---,2.5,1.50,2.40,,,,,,,,0 , 1,3 , 2,H,
195,SUN 1,2005-07-31 16:00,東亞錦標賽,南韓,中國,1.6450,3.4063,4.5313,1.6388,3.4188,4.5688,---,---,---,1.50,3.50,5.75,0.0753,0.0458,0.0634,0.0186,0.3976,0.0877,0.0845,0.0515,0.0864,0.0253,0.4589,0.1004,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,0 , 0,1 , 1,D,
196,SUN 2,2005-07-31 18:30,東亞錦標賽,北韓,日本,5.2750,3.6938,1.5200,5.2375,3.6938,1.5200,---,---,---,6.75,3.75,1.40,0.7155,0.1356,0.1184,0.0321,0.0890,0.0586,0.6382,0.1219,0.1184,0.0321,0.0890,0.0586,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,1 , 0,H,
197,SUN 3,2005-07-31 21:00,蘇格蘭超級聯賽,格拉斯哥流浪,利雲斯頓,1.1257,6.6190,15.4641,1.1237,6.6864,15.8086,---,---,---,1.10,8.25,11.00,0.0199,0.0177,0.9199,0.1390,5.4091,0.3498,0.0207,0.0184,0.9325,0.1395,5.5442,0.3507,,,,,,,---,---,---,2.5,1.43,2.60,,,,,,,,1 , 0,3 , 0,H,
198,SUN 4,2005-07-31 23:00,瑞典超級聯賽,阿西里斯卡,奧基迪,2.4517,3.1709,2.6199,2.4692,3.1633,2.6136,---,---,---,2.40,3.20,2.50,0.1092,0.0446,0.1600,0.0505,0.0949,0.0362,0.1327,0.0537,0.1519,0.0480,0.0903,0.0346,---,---,---,0,1.90,1.92,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 0,0 , 1,A,
199,SUN 5,2005-07-31 23:00,瑞典超級聯賽,卡爾馬,辛斯華爾,1.5463,3.6236,5.4641,1.5533,3.6039,5.4313,---,---,---,1.50,3.40,6.00,0.0488,0.0316,0.2114,0.0583,0.5415,0.0991,0.0590,0.0380,0.1992,0.0553,0.5086,0.0937,,,,,,,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 0,0 , 0,D,
0,SUN 6,2005-08-01 00:00,法國甲組聯賽,勒芒,里昂,4.4187,3.0660,1.7988,4.8547,3.1243,1.7248,---,---,---,5.85,3.05,1.60,0.5405,0.1223,0.1093,0.0356,0.0553,0.0308,0.7787,0.1604,0.1301,0.0416,0.0784,0.0454,,,,,,,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 1,1 , 2,A,
1,SUN 7,2005-08-01 00:00,芬蘭超級聯賽,查路,馬利漢,2.3801,3.1214,2.7240,2.3542,3.1223,2.7710,---,---,---,2.15,3.00,3.00,0.1150,0.0483,0.1072,0.0343,0.1588,0.0583,0.0935,0.0397,0.1079,0.0346,0.1961,0.0708,,,,,,,---,---,---,2.5,2.29,1.55,,,,,,,,0 , 0,0 , 0,D,
2,SUN 8,2005-08-01 00:00,芬蘭超級聯賽,拉迪,夏卡,3.0234,3.1311,2.1925,3.0178,3.1489,2.1920,---,---,---,2.95,3.00,2.20,0.1743,0.0577,0.1246,0.0398,0.1217,0.0555,0.1761,0.0584,0.1387,0.0441,0.1174,0.0536,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,0 , 0,D,
3,SUN 9,2005-08-01 00:00,芬蘭超級聯賽,邁柏,TPS杜古,1.4903,3.6423,6.2351,1.4853,3.6701,6.2586,---,---,---,1.35,3.80,8.00,0.0449,0.0301,0.1900,0.0522,0.7121,0.1142,0.0414,0.0278,0.2388,0.0651,0.7354,0.1175,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,1 , 0,H,
4,SUN 10,2005-08-01 00:00,芬蘭超級聯賽,譚柏利,古比斯,1.4595,3.7632,6.6074,1.4487,3.7962,6.7263,---,---,---,1.45,3.40,7.00,0.0690,0.0473,0.2646,0.0703,1.2264,0.1856,0.0627,0.0433,0.2604,0.0686,1.2384,0.1841,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 0,0 , 0,D,
5,SUN 11,2005-08-01 00:00,挪威超級聯賽,咸卡,特林素,1.8427,3.3151,3.8551,1.8498,3.3106,3.8063,---,---,---,1.80,3.25,3.80,0.0791,0.0429,0.1168,0.0352,0.4297,0.1115,0.0714,0.0386,0.1097,0.0331,0.3753,0.0986,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,2 , 0,3 , 2,H,
6,SUN 12,2005-08-01 00:00,挪威超級聯賽,奧特足球會,阿里辛特,1.8595,3.3407,3.7451,1.8557,3.3413,3.7432,---,---,---,1.90,3.25,3.40,0.0734,0.0395,0.1424,0.0426,0.4031,0.1076,0.0662,0.0357,0.1312,0.0393,0.3668,0.0980,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,0 , 1,2 , 1,H,
7,SUN 13,2005-08-01 00:00,挪威超級聯賽,洛辛堡,波杜基林特,1.3759,4.2044,7.1578,1.3744,4.2116,7.1440,---,---,---,1.40,3.85,6.50,0.0450,0.0327,0.3534,0.0841,0.9089,0.1270,0.0457,0.0333,0.3593,0.0853,0.8514,0.1192,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,0 , 0,2 , 0,H,
8,SUN 14,2005-08-01 00:00,挪威超級聯賽,史達,莫迪,1.6765,3.4956,4.5244,1.6793,3.4904,4.5014,---,---,---,1.65,3.50,4.20,0.0681,0.0406,0.1558,0.0446,0.3509,0.0776,0.0772,0.0460,0.1425,0.0408,0.3131,0.0696,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,0 , 0,1 , 0,H,
9,SUN 15,2005-08-01 00:00,挪威超級聯賽,維京,費德列斯達,1.6927,3.4600,4.4473,1.6843,3.4754,4.4654,---,---,---,1.55,3.40,5.30,0.0655,0.0387,0.1401,0.0405,0.4015,0.0903,0.0614,0.0365,0.1574,0.0453,0.3986,0.0893,,,,,,,---,---,---,2.5,1.73,1.98,,,,,,,,0 , 1,2 , 1,H,
10,SUN 16,2005-08-01 03:00,巴西甲組聯賽,保地花高,法林明高,1.8581,3.2629,3.6237,1.8644,3.2513,3.5992,---,---,---,2.00,3.45,2.95,0.0972,0.0523,0.1021,0.0313,0.3112,0.0859,0.0928,0.0498,0.0872,0.0268,0.2841,0.0789,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 0,0 , 2,A,
11,SUN 17,2005-08-01 03:00,巴西甲組聯賽,哥列迪巴,巴西人,1.7342,3.3038,4.0747,1.7261,3.3136,4.1124,---,---,---,1.65,3.70,4.00,0.0506,0.0292,0.1460,0.0442,0.2732,0.0670,0.0500,0.0289,0.1713,0.0517,0.3132,0.0762,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,1 , 1,1 , 1,D,
12,SUN 18,2005-08-01 03:00,巴西甲組聯賽,費古倫斯,富明尼斯,2.2897,3.1476,2.7106,2.3169,3.1458,2.6767,---,---,---,2.35,3.30,2.50,0.0784,0.0342,0.1280,0.0407,0.1545,0.0570,0.1080,0.0466,0.1207,0.0384,0.1083,0.0404,---,---,---,0,1.80,2.02,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 0,1 , 1,D,
13,SUN 19,2005-08-01 03:00,巴西甲組聯賽,邦迪比達,國際體育會,2.0012,3.1885,3.2356,2.0017,3.1876,3.2486,---,---,---,1.90,3.65,3.05,0.0564,0.0282,0.1384,0.0434,0.1711,0.0529,0.0574,0.0287,0.1347,0.0423,0.1740,0.0536,,,,,,,---,---,---,2.5,1.45,2.55,,,,,,,,0 , 0,1 , 1,D,
14,SUN 20,2005-08-01 03:00,巴西甲組聯賽,山度士,哥連泰斯,---,---,---,2.25,3.75,2.40,,,,,,,/,,/,,/,,/,,/,,/,,---,---,---,0,1.84,1.99,---,---,---,3.5,1.90,1.80,,,,,,,,1 , 1,4 , 2,H,
15,SUN 21,2005-08-01 05:10,巴西甲組聯賽,青年人,聖保羅,2.2636,3.1174,2.7577,2.3473,3.1327,2.6755,---,---,---,2.30,3.60,2.45,0.1313,0.0580,0.2708,0.0869,0.1666,0.0604,0.2120,0.0903,0.1146,0.0366,0.1852,0.0692,---,---,---,0,2.06,1.78,---,---,---,2.5,1.55,2.29,,,,,,,,1 , 0,2 , 1,H,
16,SUN 22,2005-08-01 05:10,巴西甲組聯賽,彭美拉斯,帕拉尼恩斯,1.9432,3.2241,3.3731,1.9488,3.2210,3.3592,---,---,---,2.20,3.65,2.50,0.1258,0.0647,0.0745,0.0231,0.2851,0.0845,0.1299,0.0667,0.0830,0.0258,0.2762,0.0822,---,---,---,0/-0.5,2.02,1.82,---,---,---,2.5,1.53,2.33,,,,,,,,0 , 1,1 , 1,D,
17,SUN 23,2005-08-01 05:10,巴西甲組聯賽,彼辛度,帕拉拿,2.2620,3.1613,2.7386,2.2464,3.1761,2.7516,---,---,---,2.15,3.60,2.60,0.0871,0.0385,0.1464,0.0463,0.1460,0.0533,0.0798,0.0355,0.1622,0.0511,0.1499,0.0545,---,---,---,0/-0.5,1.93,1.88,---,---,---,2.5,1.57,2.25,,,,,,,,0 , 2,3 , 4,A,
18,MON 1,2005-08-02 01:00,瑞典超級聯賽,哥登堡,赫根,1.9310,3.2361,3.5485,1.9218,3.2444,3.5822,---,---,---,1.75,3.40,3.80,0.0932,0.0483,0.1531,0.0473,0.2722,0.0767,0.0719,0.0374,0.1662,0.0512,0.2617,0.0730,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,1 , 0,H,
19,MON 2,2005-08-02 01:00,瑞典超級聯賽,哈馬比,咸史達斯,1.9094,3.2504,3.6238,1.9090,3.2545,3.6396,---,---,---,1.75,3.40,3.80,0.0657,0.0344,0.1665,0.0512,0.2528,0.0698,0.0633,0.0332,0.1699,0.0522,0.2473,0.0680,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,2 , 1,2 , 1,H,
20,MON 3,2005-08-02 01:00,瑞典超級聯賽,希爾星堡,佐加頓斯,2.3844,3.1483,2.6944,2.3935,3.1548,2.7063,---,---,---,2.30,3.25,2.60,0.0800,0.0335,0.1540,0.0489,0.1127,0.0418,0.0857,0.0358,0.1814,0.0575,0.1219,0.0450,---,---,---,0,1.81,2.03,---,---,---,2.5,1.77,1.93,,,,,,,,0 , 0,2 , 0,H,
21,TUE 1,2005-08-03 01:00,瑞典超級聯賽,蘭斯干拿,加費萊,1.9509,3.2262,3.5197,1.9732,3.2137,3.4678,---,---,---,1.95,3.35,3.15,0.0774,0.0397,0.1692,0.0524,0.3062,0.0870,0.0834,0.0423,0.1574,0.0490,0.2592,0.0747,,,,,,,---,---,---,2.5,2.18,1.60,,,,,,,,0 , 0,0 , 1,A,
22,TUE 2,2005-08-03 02:30,德國聯賽盃,史特加,史浩克04,2.8200,3.1479,2.2789,2.8436,3.1446,2.2680,---,---,---,2.90,3.30,2.10,0.1785,0.0633,0.1619,0.0514,0.0941,0.0413,0.2082,0.0732,0.1688,0.0537,0.0796,0.0351,---,---,---,0/+0.5,1.98,1.85,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 1,0 , 1,A,
23,TUE 3,2005-08-03 02:45,歐洲聯賽冠軍盃,些路迪,帕沙卡,1.2592,5.0069,8.9766,1.2461,5.1913,9.1402,---,---,---,1.28,5.00,7.00,0.0390,0.0310,0.4391,0.0877,1.1655,0.1298,0.0331,0.0265,0.5483,0.1056,1.2595,0.1378,,,,,,,---,---,---,2.5,1.40,2.70,,,,,,,,2 , 0,4 , 0,H,
24,TUE 4,2005-08-03 02:45,歐洲聯賽冠軍盃,利物浦,卡奧拿斯,1.0646,8.6697,21.5803,1.0628,8.9687,21.9623,---,---,---,1.10,6.20,20.00,0.0185,0.0174,1.6947,0.1955,7.5337,0.3491,0.0182,0.0171,2.2256,0.2481,7.9516,0.3621,,,,,,,---,---,---,3.5,2.02,1.70,,,,,,,,0 , 0,2 , 0,H,
25,WED 1,2005-08-03 19:20,東亞錦標賽,日本,中國,1.9788,3.2058,3.3338,1.9446,3.2481,3.4300,---,---,---,1.62,3.65,4.15,0.1089,0.0550,0.1013,0.0316,0.3546,0.1064,0.1423,0.0732,0.1404,0.0432,0.4538,0.1323,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 2,2 , 2,D,
26,WED 2,2005-08-03 23:00,歐洲聯賽冠軍盃,夏卡,華拉倫加,2.6604,3.1696,2.3583,2.7251,3.1737,2.3346,---,---,---,2.60,3.10,2.40,0.1818,0.0683,0.1377,0.0435,0.1309,0.0555,0.2244,0.0823,0.1358,0.0428,0.1432,0.0613,---,---,---,0,2.08,1.77,---,---,---,2.5,2.07,1.67,,,,,,,,1 , 2,1 , 4,A,
27,WED 3,2005-08-04 00:00,歐洲聯賽冠軍盃,海法馬卡比,馬模,1.8711,3.2859,3.5691,1.7757,3.3700,3.9800,---,---,---,1.65,3.35,4.60,0.0923,0.0493,0.1459,0.0444,0.2897,0.0812,0.0930,0.0524,0.1991,0.0591,0.4608,0.1158,,,,,,,---,---,---,2.5,1.77,1.93,,,,,,,,1 , 1,2 , 2,D,
28,WED 4,2005-08-04 00:00,芬蘭超級聯賽,馬利漢,TP-47,1.6918,3.4016,4.4617,1.6903,3.4089,4.4826,---,---,---,1.65,3.30,4.55,0.0570,0.0337,0.1726,0.0507,0.4475,0.1003,0.0566,0.0335,0.1789,0.0525,0.4500,0.1004,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,3 , 0,4 , 2,H,
29,WED 5,2005-08-04 00:00,芬蘭超級聯賽,古比斯,古迪比,2.3655,3.1516,2.7046,2.3518,3.1526,2.7176,---,---,---,2.40,3.00,2.65,0.0892,0.0377,0.1312,0.0416,0.1416,0.0524,0.0800,0.0340,0.1314,0.0417,0.1433,0.0527,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,1 , 0,2 , 1,H,
30,WED 7,2005-08-04 01:00,挪威超級聯賽,阿里辛特,咸卡,2.1616,3.2449,2.9870,2.1644,3.2363,2.9895,---,---,---,2.20,3.20,2.75,0.1031,0.0477,0.1176,0.0362,0.1996,0.0668,0.1047,0.0484,0.1107,0.0342,0.1958,0.0655,---,---,---,0/-0.5,1.94,1.88,---,---,---,2.5,1.78,1.92,,,,,,,,0 , 0,1 , 1,D,
31,WED 8,2005-08-04 01:00,挪威超級聯賽,波杜基林特,奧特足球會,2.1386,3.2436,3.0399,2.1356,3.2423,3.0395,---,---,---,2.10,3.25,2.90,0.1074,0.0502,0.1265,0.0390,0.2122,0.0698,0.0899,0.0421,0.1295,0.0399,0.2199,0.0723,---,---,---,0/-0.5,1.85,1.98,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,5 , 1,H,
32,WED 9,2005-08-04 01:00,挪威超級聯賽,費德列斯達,洛辛堡,3.4356,3.3478,1.9373,3.4296,3.3326,1.9418,---,---,---,3.00,3.25,2.05,0.2025,0.0589,0.1464,0.0437,0.0864,0.0446,0.1998,0.0582,0.1432,0.0430,0.0891,0.0459,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,3 , 0,5 , 1,H,
33,WED 10,2005-08-04 01:00,挪威超級聯賽,利尼史特朗,維京,2.0563,3.2339,3.2435,2.0534,3.2355,3.2456,---,---,---,2.10,3.20,2.95,0.0836,0.0407,0.0956,0.0295,0.3372,0.1040,0.0842,0.0410,0.0979,0.0303,0.3348,0.1032,---,---,---,0/-0.5,1.80,2.04,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,2 , 0,H,
34,WED 11,2005-08-04 01:00,挪威超級聯賽,特林素,白蘭恩,2.8125,3.2418,2.2560,2.8221,3.2415,2.2545,---,---,---,2.85,3.10,2.20,0.1530,0.0544,0.1154,0.0356,0.0999,0.0443,0.1626,0.0576,0.1166,0.0360,0.0979,0.0434,---,---,---,0/+0.5,1.81,2.02,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 1,1 , 1,D,
35,WED 12,2005-08-04 03:00,挪威超級聯賽,史達,利恩,1.8726,3.3065,3.6893,1.8729,3.3089,3.7028,---,---,---,1.90,3.20,3.45,0.0714,0.0381,0.1216,0.0368,0.2733,0.0741,0.0724,0.0387,0.1299,0.0392,0.2840,0.0767,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,1 , 1,D,
36,WED 13,2005-08-04 06:30,巴西甲組聯賽,巴西人,高士路,2.4395,3.1229,2.5221,2.4530,3.1344,2.5084,---,---,---,2.30,3.60,2.40,0.1304,0.0534,0.1547,0.0495,0.1418,0.0562,0.1274,0.0519,0.1600,0.0510,0.1294,0.0516,---,---,---,0,1.85,1.97,---,---,---,2.5,1.55,2.29,,,,,,,,1 , 2,1 , 2,A,
37,WED 14,2005-08-04 06:30,巴西甲組聯賽,聖卡坦奴,青年人,1.7063,3.3645,4.1392,1.7092,3.3678,4.1245,---,---,---,1.75,3.60,3.60,0.0542,0.0317,0.1534,0.0456,0.3164,0.0764,0.0560,0.0328,0.1512,0.0449,0.3020,0.0732,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,0 , 1,1 , 1,D,
38,WED 15,2005-08-04 07:30,巴西甲組聯賽,明尼路,彼辛度,1.5977,3.4858,4.8445,1.5943,3.4821,4.8662,---,---,---,1.65,3.70,4.00,0.0821,0.0514,0.1443,0.0414,0.5878,0.1213,0.0749,0.0470,0.1399,0.0402,0.5987,0.1230,,,,,,,---,---,---,2.5,1.48,2.45,,,,,,,,1 , 0,2 , 2,D,
39,WED 16,2005-08-04 07:30,巴西甲組聯賽,帕拉尼恩斯,戈亞斯,1.7435,3.3352,4.0152,1.7287,3.3452,4.0435,---,---,---,1.60,3.70,4.40,0.1129,0.0648,0.1490,0.0447,0.4884,0.1216,0.0862,0.0498,0.1455,0.0435,0.4176,0.1033,,,,,,,---,---,---,2.5,1.52,2.36,,,,,,,,0 , 0,1 , 0,H,
40,WED 17,2005-08-04 07:30,巴西甲組聯賽,哥連泰斯,哥列迪巴,1.4384,3.7723,6.2134,1.4354,3.7841,6.2723,---,---,---,1.45,4.00,5.30,0.0509,0.0354,0.2341,0.0620,0.7957,0.1281,0.0509,0.0354,0.2377,0.0628,0.8400,0.1339,,,,,,,---,---,---,3.5,1.95,1.75,,,,,,,,2 , 0,3 , 0,H,
41,WED 18,2005-08-04 08:45,巴西甲組聯賽,法林明高,邦迪比達,2.4241,3.1167,2.5552,2.4060,3.1419,2.5586,---,---,---,2.30,3.60,2.40,0.0943,0.0389,0.1817,0.0583,0.1508,0.0590,0.0905,0.0376,0.1680,0.0535,0.1255,0.0490,---,---,---,0,1.83,2.01,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,1 , 0,H,
42,WED 19,2005-08-04 08:45,巴西甲組聯賽,國際體育會,山度士,2.0395,3.2008,3.1209,2.0478,3.2066,3.0841,---,---,---,2.10,3.70,2.65,0.0995,0.0488,0.1468,0.0459,0.2189,0.0701,0.0892,0.0436,0.1620,0.0505,0.1621,0.0526,---,---,---,0/-0.5,1.94,1.90,---,---,---,2.5,1.42,2.65,,,,,,,,0 , 0,0 , 1,A,
43,WED 20,2005-08-04 08:45,巴西甲組聯賽,帕拉拿,保地花高,1.8362,3.2702,3.6621,1.8340,3.2594,3.6789,---,---,---,1.80,3.45,3.55,0.0795,0.0433,0.1279,0.0391,0.2710,0.0740,0.0809,0.0441,0.1011,0.0310,0.2866,0.0779,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 0,2 , 0,H,
44,THU 1,2005-08-04 19:00,東亞錦標賽,南韓,北韓,1.5179,3.6026,5.4158,1.5116,3.6158,5.7474,---,---,---,1.50,3.40,6.00,0.0372,0.0245,0.1282,0.0356,0.3728,0.0688,0.0530,0.0351,0.2128,0.0588,0.7438,0.1294,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 0,D,
45,THU 2,2005-08-05 02:00,瑞典超級聯賽,佐加頓斯,哈馬比,1.9238,3.2400,3.5956,1.9542,3.2224,3.5208,---,---,---,1.90,3.30,3.40,0.1181,0.0614,0.1658,0.0512,0.2988,0.0831,0.1167,0.0597,0.1516,0.0470,0.2666,0.0757,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,2 , 1,2 , 2,D,
46,THU 3,2005-08-05 07:30,巴西甲組聯賽,富明尼斯,華斯高,1.7906,3.3072,3.8148,1.8053,3.2941,3.7505,---,---,---,1.85,3.70,3.15,0.1271,0.0710,0.1371,0.0415,0.4925,0.1291,0.1218,0.0675,0.1239,0.0376,0.3534,0.0942,,,,,,,---,---,---,2.5,1.40,2.70,,,,,,,,1 , 1,3 , 2,H,
47,THU 4,2005-08-05 07:30,巴西甲組聯賽,福塔雷薩,費古倫斯,1.7784,3.2852,3.8477,1.7725,3.2911,3.8727,---,---,---,1.70,3.40,4.10,0.0478,0.0269,0.1512,0.0460,0.3033,0.0788,0.0468,0.0264,0.1508,0.0458,0.3517,0.0908,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,3 , 1,5 , 2,H,
48,THU 5,2005-08-05 07:30,巴西甲組聯賽,聖保羅,彭美拉斯,2.0045,3.2092,3.1773,1.9445,3.2524,3.3044,---,---,---,1.80,3.35,3.65,0.1140,0.0569,0.1472,0.0459,0.3007,0.0946,0.1038,0.0534,0.1983,0.0610,0.3100,0.0938,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,3 , 1,3 , 3,D,
49,FRI 1,2005-08-06 02:30,德國甲組聯賽,拜仁慕尼黑,慕遜加柏,1.3326,4.3622,8.3433,1.3248,4.3912,8.6498,---,---,---,1.22,5.00,10.00,0.0401,0.0301,0.3903,0.0895,1.0993,0.1318,0.0376,0.0284,0.3583,0.0816,1.4548,0.1682,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,1 , 0,3 , 0,H,
50,FRI 2,2005-08-06 02:30,荷蘭超級盃,阿積士,燕豪芬,2.4033,3.1239,2.6228,2.4696,3.1369,2.5697,---,---,---,2.50,3.45,2.30,0.1428,0.0594,0.1485,0.0475,0.1604,0.0611,0.1714,0.0694,0.1427,0.0455,0.1762,0.0686,---,---,---,0/+0.5,1.83,2.01,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,2 , 1,H,
51,SAT 1,2005-08-06 17:30,日本聯賽盃,千葉市原,磐田山葉,2.3722,3.0833,2.5967,2.3578,3.0722,2.6156,---,---,---,2.30,3.20,2.65,0.0498,0.0210,0.0707,0.0229,0.1361,0.0524,0.0459,0.0195,0.0629,0.0205,0.1360,0.0520,---,---,---,0/-0.5,1.92,1.90,---,---,---,2.5,1.80,1.90,,,,,,,,2 , 1,3 , 2,H,
52,SAT 2,2005-08-06 18:00,日本聯賽盃,大阪櫻花,大阪飛腳,2.8882,3.1971,2.1500,2.8894,3.1912,2.1471,---,---,---,2.90,3.55,2.00,0.0959,0.0332,0.1007,0.0315,0.0707,0.0329,0.0914,0.0316,0.0927,0.0291,0.0848,0.0395,---,---,---,0/+0.5,1.93,1.91,---,---,---,3.5,1.95,1.75,,,,,,,,0 , 1,0 , 3,A,
53,SAT 3,2005-08-06 18:00,日本聯賽盃,大宮松鼠,橫濱水手,2.5929,3.1071,2.3936,2.5893,3.1036,2.3971,---,---,---,2.70,3.20,2.25,0.1553,0.0599,0.0776,0.0250,0.1576,0.0658,0.1500,0.0579,0.0767,0.0247,0.1525,0.0636,---,---,---,0/+0.5,1.80,2.05,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,0 , 1,A,
54,SAT 4,2005-08-06 18:00,日本聯賽盃,清水心跳,浦和紅鑽,2.7317,3.1333,2.2689,2.7289,3.1417,2.2594,---,---,---,2.75,3.15,2.25,0.1323,0.0484,0.0707,0.0226,0.1045,0.0460,0.1281,0.0469,0.0804,0.0256,0.1057,0.0468,---,---,---,0/+0.5,1.93,1.90,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 1,0 , 1,A,
55,SAT 5,2005-08-06 19:00,德國乙組聯賽,科特布斯,布倫瑞克,1.8335,3.2918,3.8347,1.8222,3.3040,3.8931,---,---,---,1.75,3.35,3.90,0.0557,0.0304,0.1063,0.0323,0.3099,0.0808,0.0539,0.0296,0.1279,0.0387,0.3213,0.0825,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,2 , 1,H,
