,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
141,WED 28,2009-01-29 03:45,英格蘭冠軍聯賽,高雲地利,卡迪夫城,2.5167,3.1556,2.5905,2.6182,3.1654,2.5202,---,---,---,2.55,3.10,2.45,0.0940,0.0373,0.1575,0.0499,0.0957,0.0370,0.1554,0.0593,0.1565,0.0495,0.0717,0.0284,---,---,---,0,2.03,1.82,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 1,0 , 2,A,
142,WED 29,2009-01-29 03:45,法國足總盃,里昂,馬賽,1.8928,3.1418,3.8941,1.9125,3.1355,3.8781,---,---,---,1.80,3.10,4.10,0.0546,0.0288,0.1031,0.0328,0.2297,0.0590,0.0730,0.0381,0.1080,0.0344,0.2096,0.0540,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,1 , 0,1 , 0,H,
143,WED 30,2009-01-29 03:45,荷蘭盃,海牙,川迪,5.0581,3.5706,1.5829,5.2476,3.6155,1.5701,---,---,---,4.90,3.80,1.53,0.5039,0.0996,0.1693,0.0474,0.0520,0.0329,0.5546,0.1057,0.1583,0.0438,0.0474,0.0302,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,1 , 4,1 , 5,A,
144,WED 31,2009-01-29 03:45,蘇格蘭聯賽盃,些路迪,登地聯,1.4679,3.7730,6.1853,1.4930,3.7594,6.1772,---,---,---,1.48,3.70,5.60,0.0613,0.0418,0.2111,0.0560,0.5358,0.0866,0.0484,0.0324,0.1838,0.0489,0.5078,0.0822,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 0,0 , 0,D,
145,WED 32,2009-01-29 04:00,英格蘭超級聯賽,布力般流浪,保頓,1.9249,3.2180,3.8489,1.9234,3.1913,3.9883,---,---,---,1.85,3.10,4.00,0.0684,0.0355,0.1249,0.0388,0.2942,0.0764,0.0652,0.0339,0.1291,0.0405,0.3218,0.0807,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 2,2 , 2,D,
146,WED 33,2009-01-29 04:00,英格蘭超級聯賽,愛華頓,阿仙奴,2.8298,3.1838,2.3655,2.8588,3.1613,2.3980,---,---,---,2.72,3.20,2.30,0.1428,0.0505,0.1448,0.0455,0.0867,0.0366,0.1447,0.0506,0.1419,0.0449,0.1108,0.0462,---,---,---,0/+0.5,1.77,2.09,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,1 , 1,D,
147,WED 34,2009-01-29 04:00,英格蘭超級聯賽,韋斯咸,侯城,1.7463,3.3999,4.4858,1.7255,3.4361,4.7059,---,---,---,1.75,3.45,4.00,0.0542,0.0310,0.1700,0.0500,0.3349,0.0747,0.0487,0.0282,0.1822,0.0530,0.4762,0.1012,,,,,,,---,---,---,2.5,1.82,1.88,,,,,,,,1 , 0,2 , 0,H,
148,WED 35,2009-01-29 04:00,西班牙盃,貝迪斯,馬略卡,1.7861,3.2630,4.1926,1.7371,3.3530,4.4339,---,---,---,1.65,3.60,4.20,0.0592,0.0331,0.1498,0.0459,0.3278,0.0782,0.0584,0.0336,0.1870,0.0558,0.4347,0.0980,,,,,,,---,---,---,2.5,1.82,1.88,,,,,,,,0 , 0,0 , 0,D,
149,WED 36,2009-01-29 04:00,西班牙盃,希杭,畢爾包,2.5226,3.0816,2.6112,2.6551,3.1257,2.4906,---,---,---,2.75,3.30,2.20,0.1336,0.0530,0.1434,0.0465,0.1309,0.0501,0.2419,0.0911,0.1684,0.0539,0.1456,0.0585,---,---,---,0/+0.5,1.89,1.95,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 1,1 , 2,A,
150,WED 9,2009-01-29 04:45,葡萄牙盃,波圖,歷索斯,1.3438,4.1914,7.7622,1.3588,4.1530,7.7525,---,---,---,1.30,4.40,8.00,0.0338,0.0251,0.2517,0.0601,1.0255,0.1321,0.0438,0.0322,0.1981,0.0477,0.9171,0.1183,,,,,,,---,---,---,2.5,1.92,1.78,,,,,,,,1 , 0,1 , 0,H,
151,THU 1,2009-01-30 03:00,西班牙盃,西維爾,華倫西亞,1.9719,3.2061,3.4928,1.9308,3.2543,3.6488,---,---,---,1.80,3.60,3.45,0.0651,0.0330,0.1424,0.0444,0.2109,0.0604,0.0678,0.0351,0.1787,0.0549,0.2914,0.0799,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,1 , 1,2 , 1,H,
152,THU 2,2009-01-30 04:30,西班牙盃,巴塞隆拿,愛斯賓奴,1.2027,5.3825,11.4814,1.1833,5.8233,12.9965,---,---,---,1.16,5.50,13.00,0.0287,0.0239,0.4627,0.0860,1.5604,0.1359,0.0313,0.0265,0.8891,0.1527,3.1124,0.2395,,,,,,,---,---,---,2.5,1.40,2.72,,,,,,,,1 , 0,3 , 2,H,
153,FRI 1,2009-01-31 01:00,德國乙組聯賽,奧格斯堡,紐倫堡,2.6846,3.1572,2.4089,2.6998,3.1707,2.4236,---,---,---,2.50,3.20,2.45,0.1079,0.0402,0.1321,0.0418,0.0986,0.0409,0.1100,0.0408,0.1038,0.0327,0.0833,0.0344,---,---,---,0,2.00,1.84,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 0,0 , 0,D,
154,FRI 2,2009-01-31 01:00,德國乙組聯賽,奧柏侯遜,科布倫斯,2.1442,3.1881,3.0907,2.1985,3.1966,3.0246,---,---,---,2.20,3.30,2.75,0.1140,0.0532,0.1078,0.0338,0.2442,0.0790,0.1335,0.0607,0.0825,0.0258,0.1737,0.0574,---,---,---,0/-0.5,2.07,1.79,---,---,---,2.5,1.70,2.02,,,,,,,,0 , 0,0 , 0,D,
155,FRI 3,2009-01-31 01:00,德國乙組聯賽,奧斯納貝克,聖保利,2.2496,3.1754,2.8924,2.3176,3.1986,2.8179,---,---,---,2.30,3.40,2.55,0.0834,0.0371,0.1419,0.0447,0.1498,0.0518,0.1049,0.0453,0.1066,0.0333,0.1220,0.0433,---,---,---,0/-0.5,2.15,1.73,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,2 , 2,D,
156,FRI 4,2009-01-31 03:30,德國甲組聯賽,漢堡,拜仁慕尼黑,3.2391,3.1995,2.1295,3.5557,3.2571,2.0105,---,---,---,3.35,3.50,1.85,0.2267,0.0700,0.1394,0.0436,0.0940,0.0441,0.2333,0.0656,0.1698,0.0521,0.0880,0.0438,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,1 , 0,1 , 0,H,
157,FRI 5,2009-01-31 03:45,荷蘭甲組聯賽,洛達,荷華高斯,1.8140,3.3570,3.8932,1.6911,3.4832,4.5246,---,---,---,1.55,3.80,4.65,0.0805,0.0444,0.1837,0.0547,0.3180,0.0817,0.0593,0.0351,0.2165,0.0622,0.5273,0.1165,,,,,,,---,---,---,2.5,1.59,2.20,,,,,,,,1 , 0,3 , 1,H,
158,FRI 6,2009-01-31 03:45,英格蘭冠軍聯賽,唐卡士打,諾域治,2.1499,3.1931,3.0985,2.0926,3.2050,3.2750,---,---,---,2.00,3.15,3.30,0.0829,0.0385,0.1355,0.0424,0.2040,0.0658,0.0680,0.0325,0.1303,0.0407,0.2358,0.0720,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,1 , 0,1 , 1,D,
159,FRI 7,2009-01-31 04:30,葡萄牙超級聯賽,塞圖巴爾,甘馬雷斯,2.5276,2.9341,2.6975,2.5542,2.9289,2.7104,---,---,---,2.60,2.75,2.68,0.0890,0.0352,0.1243,0.0424,0.1190,0.0441,0.1067,0.0418,0.0985,0.0336,0.1134,0.0419,---,---,---,0,1.92,1.92,---,---,---,2.5,2.65,1.42,,,,,,,,2 , 2,2 , 4,A,
160,SAT 1,2009-01-31 20:30,蘇格蘭超級聯賽,聖美倫,基爾馬諾克,2.2815,3.1871,2.8626,2.2977,3.2027,2.9013,---,---,---,2.25,3.05,2.85,0.0733,0.0321,0.1129,0.0354,0.1437,0.0502,0.0673,0.0293,0.0888,0.0277,0.1459,0.0503,,,,,,,---,---,---,2.5,2.40,1.50,,,,,,,,0 , 1,1 , 1,D,
161,SAT 2,2009-01-31 20:45,英格蘭超級聯賽,史篤城,曼城,3.1129,3.2076,2.1882,3.2771,3.2037,2.1492,---,---,---,3.25,3.30,2.00,0.2044,0.0657,0.1422,0.0443,0.0879,0.0402,0.2604,0.0795,0.1374,0.0429,0.0747,0.0347,,,,,,,---,---,---,2.5,1.88,1.82,,,,,,,,1 , 0,1 , 0,H,
162,SAT 3,2009-01-31 22:30,德國甲組聯賽,科隆,禾夫斯堡,3.1680,3.2113,2.1505,3.4418,3.2473,2.0545,---,---,---,3.20,3.50,1.90,0.2327,0.0735,0.1443,0.0449,0.0805,0.0374,0.3187,0.0926,0.1759,0.0542,0.0784,0.0382,,,,,,,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,1 , 1,D,
163,SAT 4,2009-01-31 22:30,德國甲組聯賽,多蒙特,利華古遜,2.4237,3.1760,2.7348,2.6503,3.2223,2.5149,---,---,---,2.45,3.45,2.35,0.0974,0.0402,0.1622,0.0511,0.1401,0.0512,0.1874,0.0707,0.1752,0.0544,0.1086,0.0432,---,---,---,0,2.12,1.75,---,---,---,2.5,1.57,2.25,,,,,,,,1 , 0,1 , 1,D,
164,SAT 5,2009-01-31 22:30,德國甲組聯賽,漢諾威,史浩克04,2.8187,3.1801,2.3555,2.9887,3.2112,2.2724,---,---,---,2.95,3.25,2.10,0.1549,0.0550,0.1372,0.0432,0.0999,0.0424,0.2363,0.0790,0.1611,0.0502,0.0847,0.0373,---,---,---,0/+0.5,2.00,1.84,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,1 , 0,H,
165,SAT 6,2009-01-31 22:30,德國甲組聯賽,哈化柏林,法蘭克福,1.6988,3.3968,4.7593,1.7142,3.3972,4.7928,---,---,---,1.65,3.55,4.30,0.0601,0.0354,0.1471,0.0433,0.3972,0.0835,0.0676,0.0394,0.1354,0.0399,0.4094,0.0854,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 0,2 , 1,H,
166,SAT 7,2009-01-31 22:30,德國甲組聯賽,賀芬咸,科特布斯,1.3814,4.3467,7.2287,1.3854,4.3766,7.4811,---,---,---,1.35,4.20,7.00,0.0466,0.0337,0.3477,0.0800,0.7134,0.0987,0.0421,0.0304,0.3452,0.0789,0.8878,0.1187,,,,,,,---,---,---,2.5,1.59,2.20,,,,,,,,1 , 0,2 , 0,H,
167,SAT 8,2009-01-31 22:30,德國甲組聯賽,史特加,慕遜加柏,1.3936,4.2178,7.2853,1.4113,4.2013,7.2154,---,---,---,1.40,4.15,6.00,0.0425,0.0305,0.3221,0.0764,0.8446,0.1159,0.0455,0.0322,0.2934,0.0698,0.7151,0.0991,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,0 , 0,2 , 0,H,
168,SAT 9,2009-01-31 23:00,英格蘭超級聯賽,阿仙奴,韋斯咸,1.4016,4.1388,7.4295,1.4473,4.0034,7.0832,---,---,---,1.38,3.95,7.50,0.0510,0.0364,0.2823,0.0682,0.6497,0.0875,0.0635,0.0439,0.2408,0.0602,0.5789,0.0817,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 0,0 , 0,D,
169,SAT 10,2009-01-31 23:00,英格蘭超級聯賽,阿士東維拉,韋根,1.6094,3.5050,5.4324,1.6696,3.4362,5.1358,---,---,---,1.57,3.50,5.25,0.0635,0.0394,0.1559,0.0445,0.4510,0.0830,0.0892,0.0534,0.1415,0.0412,0.3528,0.0687,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,0 , 0,D,
170,SAT 11,2009-01-31 23:00,英格蘭超級聯賽,保頓,熱刺,2.5854,3.1745,2.5826,2.6825,3.1717,2.5350,---,---,---,2.68,3.10,2.40,0.1254,0.0485,0.1519,0.0478,0.1424,0.0551,0.1656,0.0617,0.1505,0.0475,0.0885,0.0349,---,---,---,0,2.10,1.77,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 0,3 , 2,H,
171,SAT 12,2009-01-31 23:00,英格蘭超級聯賽,富咸,樸茨茅夫,1.9818,3.2252,3.6157,1.9299,3.2521,3.8793,---,---,---,1.90,3.15,3.70,0.0858,0.0433,0.1360,0.0422,0.2226,0.0616,0.0618,0.0320,0.1457,0.0448,0.3489,0.0899,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,1 , 0,3 , 1,H,
172,SAT 13,2009-01-31 23:00,英格蘭超級聯賽,侯城,西布朗,2.0687,3.2070,3.3996,2.1206,3.2045,3.3510,---,---,---,2.00,3.20,3.30,0.1007,0.0487,0.1174,0.0366,0.2163,0.0636,0.1211,0.0571,0.1132,0.0353,0.1823,0.0544,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,2 , 2,D,
173,SAT 14,2009-01-31 23:00,英格蘭超級聯賽,米杜士堡,布力般流浪,2.3214,3.1750,2.8898,2.4304,3.1669,2.8023,---,---,---,2.35,3.10,2.72,0.1084,0.0467,0.1294,0.0407,0.1454,0.0503,0.1506,0.0620,0.1324,0.0418,0.0959,0.0342,---,---,---,0/-0.5,2.20,1.70,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 0,D,
174,SAT 15,2009-01-31 23:00,英格蘭冠軍聯賽,布里斯托城,班士利,1.8386,3.2782,3.9373,1.8005,3.3077,4.2271,---,---,---,1.75,3.30,4.00,0.0573,0.0312,0.1292,0.0394,0.2732,0.0694,0.0456,0.0253,0.1401,0.0424,0.4126,0.0976,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,2 , 0,H,
175,SAT 16,2009-01-31 23:00,英格蘭冠軍聯賽,般尼,查爾頓,1.6301,3.4693,4.9702,1.6425,3.5199,4.9706,---,---,---,1.62,3.45,4.65,0.0507,0.0311,0.1435,0.0414,0.3319,0.0668,0.0478,0.0291,0.2132,0.0606,0.3376,0.0679,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 1,2 , 1,H,
176,SAT 17,2009-01-31 23:00,英格蘭冠軍聯賽,卡迪夫城,諾定咸森林,1.6581,3.4338,4.8108,1.6414,3.4776,5.0540,---,---,---,1.62,3.40,4.75,0.0500,0.0301,0.1553,0.0452,0.4431,0.0921,0.0403,0.0245,0.1703,0.0490,0.5173,0.1023,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,1 , 0,2 , 0,H,
177,SAT 18,2009-01-31 23:00,英格蘭冠軍聯賽,水晶宮,黑池,1.7859,3.3124,4.1559,1.7341,3.3688,4.5614,---,---,---,1.72,3.25,4.25,0.0509,0.0285,0.1337,0.0404,0.2791,0.0672,0.0528,0.0304,0.1481,0.0440,0.4995,0.1095,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 1,0 , 1,A,
178,SAT 19,2009-01-31 23:00,英格蘭冠軍聯賽,打比郡,高雲地利,2.1861,3.1903,3.0324,2.1056,3.2117,3.2520,---,---,---,2.10,3.20,3.00,0.0755,0.0345,0.1305,0.0409,0.1618,0.0533,0.0646,0.0307,0.1410,0.0439,0.2539,0.0781,---,---,---,0/-0.5,1.80,2.05,---,---,---,2.5,2.15,1.62,,,,,,,,2 , 0,2 , 1,H,
179,SAT 20,2009-01-31 23:00,英格蘭冠軍聯賽,葉士域治,普利茅夫,1.6945,3.4063,4.6015,1.6057,3.5240,5.3400,---,---,---,1.60,3.45,4.85,0.0512,0.0302,0.1515,0.0445,0.3717,0.0808,0.0512,0.0319,0.1867,0.0530,0.6577,0.1232,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,0 , 0,D,
180,SAT 21,2009-01-31 23:00,英格蘭冠軍聯賽,普雷斯頓,錫菲聯,2.2029,3.1869,3.0016,2.2888,3.1918,2.9108,---,---,---,2.30,3.10,2.75,0.0790,0.0358,0.1276,0.0400,0.1448,0.0483,0.1234,0.0539,0.1353,0.0424,0.1089,0.0374,---,---,---,0/-0.5,2.12,1.75,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 0,D,
181,SAT 22,2009-01-31 23:00,英格蘭冠軍聯賽,昆士柏流浪,雷丁,2.5595,3.1622,2.5305,2.7269,3.1913,2.4194,---,---,---,2.75,3.10,2.30,0.1027,0.0401,0.1444,0.0457,0.0773,0.0306,0.1925,0.0706,0.1541,0.0483,0.1088,0.0450,---,---,---,0,2.17,1.72,---,---,---,2.5,2.02,1.70,,,,,,,,0 , 0,0 , 0,D,
182,SAT 23,2009-01-31 23:00,英格蘭冠軍聯賽,修咸頓,史雲斯,2.9084,3.2011,2.2449,3.1760,3.2607,2.1175,---,---,---,3.00,3.20,2.10,0.1218,0.0419,0.1456,0.0455,0.0654,0.0291,0.2537,0.0799,0.1803,0.0553,0.0924,0.0436,---,---,---,0/+0.5,2.02,1.82,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 1,2 , 2,D,
183,SAT 24,2009-01-31 23:00,英格蘭冠軍聯賽,狼隊,屈福特,1.5147,3.6201,6.0346,1.5235,3.6571,6.0773,---,---,---,1.48,3.75,5.50,0.0484,0.0320,0.1675,0.0463,0.5377,0.0891,0.0447,0.0294,0.2030,0.0555,0.4799,0.0790,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,1 , 0,3 , 1,H,
184,SAT 25,2009-01-31 23:00,英格蘭甲組聯賽,白禮頓,哈特普爾,2.3621,3.2197,2.7011,2.3072,3.2447,2.8073,---,---,---,2.25,3.25,2.70,0.0723,0.0306,0.1074,0.0334,0.1051,0.0389,0.0678,0.0294,0.1262,0.0389,0.1561,0.0556,,,,,,,---,---,---,2.5,1.92,1.78,,,,,,,,0 , 1,2 , 1,H,
185,SAT 26,2009-01-31 23:00,英格蘭甲組聯賽,卡素爾,高車士打,2.2265,3.2340,2.9067,2.3016,3.2440,2.8140,---,---,---,2.10,3.40,2.85,0.0980,0.0440,0.0986,0.0305,0.1470,0.0506,0.1099,0.0477,0.1091,0.0336,0.0860,0.0306,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,0 , 2,A,
186,SAT 27,2009-01-31 23:00,英格蘭甲組聯賽,車頓咸,米爾頓凱恩斯,3.2967,3.2485,2.0253,3.4174,3.3013,1.9874,---,---,---,3.15,3.40,1.95,0.1524,0.0462,0.1150,0.0354,0.0554,0.0274,0.1918,0.0561,0.1722,0.0522,0.0527,0.0265,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 3,3 , 5,A,
187,SAT 28,2009-01-31 23:00,英格蘭甲組聯賽,克魯,燦美爾,2.7991,3.2287,2.2818,3.0896,3.2357,2.1562,---,---,---,2.95,3.25,2.10,0.1458,0.0521,0.1187,0.0368,0.0807,0.0354,0.3163,0.1024,0.1055,0.0326,0.0893,0.0414,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,2 , 1,H,
188,SAT 29,2009-01-31 23:00,英格蘭甲組聯賽,哈特斯菲爾德,彼德堡,2.3841,3.2069,2.6717,2.4210,3.2111,2.6729,---,---,---,2.30,3.30,2.60,0.0726,0.0304,0.1184,0.0369,0.0877,0.0328,0.1001,0.0414,0.1139,0.0355,0.0784,0.0293,---,---,---,0/-0.5,2.15,1.73,---,---,---,2.5,1.80,1.90,,,,,,,,1 , 0,1 , 0,H,
189,SAT 30,2009-01-31 23:00,英格蘭甲組聯賽,奧連特,伊奧維,2.2188,3.2282,2.9066,2.1966,3.2340,3.0058,---,---,---,2.15,3.20,2.90,0.0569,0.0256,0.0996,0.0308,0.1159,0.0399,0.0539,0.0246,0.0952,0.0294,0.1897,0.0631,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 1,A,
190,SAT 31,2009-01-31 23:00,英格蘭甲組聯賽,米禾爾,斯肯索普,2.1283,3.2209,3.1071,2.2074,3.2234,3.0032,---,---,---,2.20,3.20,2.80,0.1069,0.0502,0.0805,0.0250,0.1935,0.0623,0.1095,0.0496,0.0823,0.0255,0.1416,0.0472,---,---,---,0/-0.5,2.03,1.82,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,1 , 2,A,
191,SAT 32,2009-01-31 23:00,英格蘭甲組聯賽,諾咸頓,李斯特城,3.2404,3.2474,2.0525,3.4151,3.2742,1.9980,---,---,---,3.05,3.25,2.05,0.2340,0.0722,0.1232,0.0379,0.0786,0.0383,0.2249,0.0659,0.1227,0.0375,0.0581,0.0291,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 1,1 , 2,A,
192,SAT 33,2009-01-31 23:00,英格蘭甲組聯賽,奧咸,史雲頓,1.6064,3.4948,5.0919,1.6246,3.4858,5.0888,---,---,---,1.55,3.60,5.00,0.0344,0.0214,0.1040,0.0298,0.4114,0.0808,0.0477,0.0294,0.1026,0.0294,0.3887,0.0764,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,0 , 0,0 , 0,D,
193,SAT 34,2009-01-31 23:00,英格蘭甲組聯賽,修安聯,布里斯托流浪,2.1902,3.2211,2.9779,2.3113,3.2172,2.8297,---,---,---,2.20,3.20,2.80,0.1072,0.0490,0.0843,0.0262,0.1645,0.0552,0.1422,0.0615,0.0845,0.0263,0.1232,0.0435,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,1 , 0,H,
194,SAT 35,2009-01-31 23:00,英格蘭甲組聯賽,史托港,赫里福特聯,1.6363,3.4897,4.8467,1.7050,3.4303,4.5943,---,---,---,1.70,3.25,4.40,0.0375,0.0229,0.1104,0.0316,0.3687,0.0761,0.0894,0.0524,0.0936,0.0273,0.3309,0.0720,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,2 , 1,4 , 1,H,
195,SAT 36,2009-01-31 23:00,英格蘭甲組聯賽,華素爾,列斯聯,3.5340,3.2617,1.9466,3.8111,3.3027,1.8784,---,---,---,3.50,3.35,1.85,0.3252,0.0920,0.0977,0.0299,0.0864,0.0444,0.3501,0.0919,0.1232,0.0373,0.0505,0.0269,,,,,,,---,---,---,2.5,1.82,1.88,,,,,,,,1 , 0,1 , 0,H,
196,SAT 37,2009-01-31 23:00,蘇格蘭超級聯賽,福爾柯克,鴨巴甸,2.9727,3.2035,2.2110,2.9275,3.2016,2.2889,---,---,---,2.70,3.25,2.25,0.1755,0.0590,0.0985,0.0308,0.1215,0.0550,0.1524,0.0520,0.0937,0.0293,0.1665,0.0728,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,1 , 0,H,
197,SAT 38,2009-01-31 23:00,蘇格蘭超級聯賽,咸美頓,赫斯,2.8781,3.1958,2.2769,2.9177,3.1959,2.2808,---,---,---,2.78,3.15,2.25,0.1606,0.0558,0.1034,0.0324,0.0996,0.0437,0.1519,0.0521,0.0946,0.0296,0.0669,0.0293,,,,,,,---,---,---,2.5,2.25,1.57,,,,,,,,1 , 0,2 , 0,H,
198,SAT 39,2009-01-31 23:00,蘇格蘭超級聯賽,喜伯年,馬瑟韋爾,2.0030,3.2523,3.3905,2.3941,3.1535,2.8063,---,---,---,2.35,3.25,2.55,0.1042,0.0520,0.1058,0.0325,0.2504,0.0739,0.2446,0.1022,0.0911,0.0289,0.2114,0.0753,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,1 , 0,1 , 1,D,
199,SAT 40,2009-01-31 23:00,蘇格蘭超級聯賽,格拉斯哥流浪,登地聯,1.3707,4.2475,7.4496,1.3530,4.3901,8.1125,---,---,---,1.33,4.10,7.80,0.0378,0.0276,0.2818,0.0664,0.6762,0.0908,0.0349,0.0258,0.3125,0.0712,1.3029,0.1606,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,2 , 0,H,
0,SAT 41,2009-02-01 01:15,意大利甲組聯賽,拿玻里,烏甸尼斯,1.7749,3.2493,4.5694,1.8525,3.1921,4.3028,---,---,---,1.75,3.25,4.15,0.1214,0.0684,0.1466,0.0451,0.4724,0.1034,0.0992,0.0535,0.1204,0.0377,0.3124,0.0726,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,2 , 2,2 , 2,D,
1,SAT 42,2009-02-01 01:20,英格蘭冠軍聯賽,錫周三,伯明翰,2.7160,3.1724,2.3883,2.6731,3.1601,2.4849,---,---,---,2.50,3.10,2.50,0.0990,0.0365,0.1347,0.0425,0.0979,0.0410,0.0863,0.0323,0.1311,0.0415,0.1522,0.0612,---,---,---,0,1.91,1.93,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 0,1 , 1,D,
2,SAT 43,2009-02-01 01:30,英格蘭超級聯賽,曼聯,愛華頓,1.3627,4.2420,8.5955,1.3617,4.2193,9.0069,---,---,---,1.30,4.20,9.50,0.0355,0.0260,0.2544,0.0600,1.3064,0.1520,0.0373,0.0274,0.2523,0.0598,1.4355,0.1594,,,,,,,---,---,---,2.5,1.92,1.78,,,,,,,,1 , 0,1 , 0,H,
3,SAT 44,2009-02-01 01:45,荷蘭甲組聯賽,海牙,格羅寧根,3.2101,3.2847,2.0509,3.3045,3.3202,2.0303,---,---,---,3.00,3.60,1.95,0.1799,0.0560,0.1522,0.0463,0.0677,0.0330,0.1719,0.0520,0.1428,0.0430,0.0699,0.0344,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,0 , 1,A,
4,SAT 45,2009-02-01 02:00,法國甲組聯賽,歐塞爾,羅連安特,2.4060,2.9074,2.9468,2.3991,2.9232,2.9907,---,---,---,2.30,2.88,2.95,0.0900,0.0374,0.0999,0.0344,0.1314,0.0446,0.0822,0.0343,0.0858,0.0294,0.1705,0.0570,---,---,---,0/-0.5,2.00,1.84,---,---,---,2.5,2.45,1.48,,,,,,,,0 , 0,0 , 0,D,
5,SAT 46,2009-02-01 02:00,法國甲組聯賽,勒哈弗爾,南錫,2.8195,2.8842,2.5181,2.8104,2.8794,2.5667,---,---,---,2.68,2.80,2.55,0.1270,0.0450,0.0842,0.0292,0.1303,0.0518,0.1032,0.0367,0.0774,0.0269,0.1248,0.0486,---,---,---,0,1.98,1.86,---,---,---,2.5,2.55,1.45,,,,,,,,1 , 2,2 , 3,A,
6,SAT 47,2009-02-01 02:00,法國甲組聯賽,勒芒,南特,2.0819,2.9435,3.5667,2.0857,2.9601,3.6325,---,---,---,1.92,2.95,3.80,0.0666,0.0320,0.1043,0.0354,0.2553,0.0716,0.0678,0.0325,0.0705,0.0238,0.2624,0.0722,,,,,,,---,---,---,2.5,2.50,1.46,,,,,,,,0 , 0,0 , 2,A,
7,SAT 48,2009-02-01 02:00,法國甲組聯賽,摩納哥,格勒諾布爾,1.9664,2.9998,3.9038,1.9514,3.0212,4.0062,---,---,---,1.90,2.95,3.90,0.0717,0.0365,0.0918,0.0306,0.3226,0.0826,0.0604,0.0310,0.0855,0.0283,0.3341,0.0834,,,,,,,---,---,---,2.5,2.55,1.45,,,,,,,,0 , 0,1 , 0,H,
8,SAT 49,2009-02-01 02:00,法國甲組聯賽,巴黎聖日耳門,卡昂,1.5579,3.3879,6.2891,1.5648,3.4170,6.2679,---,---,---,1.57,3.40,5.20,0.0464,0.0298,0.1664,0.0491,0.7072,0.1124,0.0452,0.0289,0.1518,0.0444,0.6217,0.0992,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,2 , 0,H,
