,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
9,TUE 61,2006-07-05 03:00,世盃,德國,意大利,2.2515,2.9612,3.3064,2.3603,2.8716,3.1865,---,---,---,2.30,2.85,3.15,0.1445,0.0642,0.1412,0.0477,0.2863,0.0866,0.1942,0.0823,0.1317,0.0459,0.2421,0.0760,---,---,---,0/-0.5,2.08,1.80,---,---,---,2.5,2.78,1.40,,,,,,,,0 , 0,0 , 0,D,
10,WED 62,2006-07-06 03:00,世盃,葡萄牙,法國,3.8044,2.9943,2.0440,3.7885,2.8609,2.1157,---,---,---,3.50,2.90,2.10,0.3730,0.0980,0.1275,0.0426,0.0743,0.0364,0.2938,0.0776,0.1365,0.0477,0.1202,0.0568,---,---,---,0/+0.5,2.03,1.84,---,---,---,2.5,2.70,1.42,,,,,,,,0 , 1,0 , 1,A,
11,SAT 63,2006-07-09 03:00,世盃,德國,葡萄牙,1.7649,3.2851,4.6020,1.7811,3.3322,4.4152,---,---,---,1.77,3.60,3.85,0.0806,0.0457,0.2248,0.0684,0.5518,0.1199,0.0914,0.0513,0.2196,0.0659,0.4716,0.1068,---,---,---,-0.5,1.77,2.03,---,---,---,2.5,1.92,1.81,,,,,,,,0 , 0,3 , 1,H,
12,SUN 64,2006-07-10 02:00,世盃,意大利,法國,2.5207,2.7986,3.0503,2.4996,2.7596,3.1251,---,---,---,2.45,2.80,2.95,0.1406,0.0558,0.1012,0.0362,0.2470,0.0810,0.1644,0.0658,0.1335,0.0484,0.2867,0.0917,---,---,---,0,1.75,2.15,---,---,---,2.5,2.90,1.37,,,,,,,,1 , 1,1 , 1,D,
13,WED 1,2006-07-12 18:00,日本職業聯賽,大阪飛腳,磐田山葉,1.6364,3.3806,4.5172,1.6407,3.4126,4.6413,---,---,---,1.60,3.60,4.50,0.0686,0.0419,0.1238,0.0366,0.3347,0.0741,0.0555,0.0338,0.1386,0.0406,0.5184,0.1117,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,2 , 1,2 , 2,D,
14,WED 2,2006-07-13 01:00,挪威超級聯賽,利尼史特朗,奧特足球會,1.6107,3.4767,5.0635,1.5844,3.5472,5.2907,---,---,---,1.52,3.50,5.50,0.0553,0.0344,0.1623,0.0467,0.5267,0.1040,0.0579,0.0365,0.2404,0.0678,0.6949,0.1314,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 1,2 , 2,D,
15,WED 3,2006-07-13 06:30,巴西甲組聯賽,帕拉尼恩斯,福塔雷薩,1.5218,3.5463,5.4288,1.5303,3.5766,5.4361,---,---,---,1.50,3.70,5.25,0.0434,0.0285,0.1581,0.0446,0.5029,0.0926,0.0488,0.0319,0.1875,0.0524,0.4402,0.0810,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,0 , 0,D,
16,WED 4,2006-07-13 06:30,巴西甲組聯賽,富明尼斯,青年人,1.5414,3.5098,5.1936,1.5504,3.5526,5.2792,---,---,---,1.60,3.70,4.30,0.0523,0.0339,0.1209,0.0344,0.4426,0.0852,0.0632,0.0408,0.1541,0.0434,0.4701,0.0890,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,1 , 2,3 , 2,H,
17,WED 5,2006-07-13 06:30,巴西甲組聯賽,國際體育會,邦迪比達,1.4372,3.7191,6.3905,1.4282,3.7946,6.6252,---,---,---,1.35,4.25,6.50,0.0666,0.0464,0.2811,0.0756,0.8561,0.1340,0.0532,0.0373,0.3179,0.0838,0.8204,0.1238,,,,,,,---,---,---,2.5,1.48,2.45,,,,,,,,1 , 0,2 , 0,H,
18,WED 6,2006-07-13 07:30,巴西甲組聯賽,聖保羅,甘美奧,1.4505,3.6771,6.1226,1.4305,3.7550,6.4355,---,---,---,1.40,4.05,6.00,0.0527,0.0363,0.1746,0.0475,0.6559,0.1071,0.0450,0.0315,0.2836,0.0755,0.7839,0.1218,,,,,,,---,---,---,2.5,1.53,2.33,,,,,,,,1 , 1,2 , 1,H,
19,WED 7,2006-07-13 08:45,巴西甲組聯賽,高士路,哥連泰斯,1.8314,3.2918,3.8008,1.7127,3.3670,4.3881,---,---,---,1.75,3.60,3.60,0.1386,0.0757,0.1581,0.0480,0.6749,0.1776,0.1165,0.0680,0.1519,0.0451,0.7095,0.1617,---,---,---,-0.5,1.75,2.02,---,---,---,2.5,1.60,2.19,,,,,,,,1 , 0,2 , 0,H,
20,WED 8,2006-07-13 08:45,巴西甲組聯賽,費古倫斯,山度士,2.4076,3.1420,2.5736,2.3865,3.1413,2.6462,---,---,---,2.35,3.40,2.45,0.0929,0.0386,0.1271,0.0404,0.1383,0.0537,0.0955,0.0400,0.1139,0.0362,0.1837,0.0694,---,---,---,0,1.78,2.06,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,2 , 1,H,
21,WED 9,2006-07-13 08:45,巴西甲組聯賽,聖卡坦奴,保地花高,1.7769,3.2826,3.9540,1.8015,3.2678,3.9150,---,---,---,2.00,3.35,3.05,0.0816,0.0459,0.0907,0.0276,0.3266,0.0826,0.1037,0.0576,0.0941,0.0288,0.3287,0.0840,---,---,---,0/-0.5,1.82,2.02,---,---,---,2.5,2.05,1.68,,,,,,,,1 , 0,1 , 1,D,
22,THU 1,2006-07-14 07:30,巴西甲組聯賽,法林明高,帕拉拿,1.9740,3.2058,3.2458,2.0055,3.1957,3.2445,---,---,---,2.15,3.35,2.75,0.1070,0.0542,0.1146,0.0357,0.2277,0.0701,0.1395,0.0695,0.1075,0.0336,0.1927,0.0594,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,1 , 1,1 , 4,A,
23,THU 2,2006-07-14 07:30,巴西甲組聯賽,彭美拉斯,華斯高,1.9403,3.2371,3.3967,1.8131,3.3279,3.8157,---,---,---,1.70,3.70,3.70,0.1162,0.0599,0.1225,0.0379,0.3298,0.0971,0.0827,0.0456,0.2128,0.0639,0.4508,0.1181,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,3 , 2,4 , 2,H,
24,THU 3,2006-07-14 07:30,巴西甲組聯賽,聖十字,戈亞斯,2.8964,3.1623,2.1736,2.9591,3.1550,2.1471,---,---,---,3.10,3.40,1.95,0.2208,0.0762,0.1109,0.0351,0.0954,0.0439,0.2316,0.0783,0.1119,0.0355,0.0893,0.0416,---,---,---,0/+0.5,2.03,1.80,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 1,2 , 1,H,
25,SAT 1,2006-07-15 22:00,瑞典超級聯賽,馬模,AIK蘇納,1.7957,3.3130,4.0504,1.7282,3.3781,4.3991,---,---,---,1.70,3.30,4.30,0.0758,0.0422,0.1927,0.0582,0.3583,0.0885,0.0692,0.0400,0.2282,0.0676,0.5411,0.1230,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,3 , 1,H,
26,SAT 2,2006-07-15 22:00,圖圖盃,卡爾馬,川迪,2.1715,3.1756,2.9392,2.1732,3.1619,2.9629,---,---,---,2.00,3.10,3.35,0.0849,0.0391,0.1085,0.0342,0.1918,0.0653,0.0995,0.0458,0.1130,0.0357,0.1785,0.0602,,,,,,,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 0,1 , 0,H,
27,SAT 3,2006-07-16 00:00,圖圖盃,紐卡素,利尼史特朗,1.2543,4.7630,9.1873,1.2710,4.6678,8.8928,---,---,---,1.40,3.85,6.70,0.0513,0.0409,0.4547,0.0955,1.3317,0.1449,0.0567,0.0446,0.4060,0.0870,1.3014,0.1463,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,1 , 1,D,
28,SAT 4,2006-07-16 00:00,圖圖盃,奧丹斯,喜伯年,2.0527,3.1826,3.1348,2.0176,3.2198,3.2507,---,---,---,1.90,3.20,3.50,0.0957,0.0466,0.1124,0.0353,0.2195,0.0700,0.0908,0.0450,0.1475,0.0458,0.2761,0.0849,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,1 , 0,H,
29,SAT 5,2006-07-16 01:00,圖圖盃,草蜢,真特,1.8365,3.2576,3.7222,1.7674,3.3096,4.0332,---,---,---,1.77,3.30,3.90,0.0914,0.0498,0.1250,0.0384,0.3536,0.0950,0.0991,0.0561,0.1505,0.0455,0.5132,0.1273,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 1,2 , 1,H,
30,SAT 6,2006-07-16 02:45,圖圖盃,馬賽,迪尼普,1.4125,3.8563,6.7073,1.4294,3.8401,6.5305,---,---,---,1.45,3.60,6.40,0.0495,0.0351,0.2292,0.0594,0.8690,0.1296,0.0584,0.0408,0.1833,0.0477,0.7305,0.1119,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 0,0 , 0,D,
31,SAT 7,2006-07-16 03:00,巴西甲組聯賽,保地花高,邦迪比達,1.7740,3.3199,3.9148,1.7724,3.3339,3.9525,---,---,---,1.85,3.60,3.25,0.0647,0.0365,0.1504,0.0453,0.3085,0.0788,0.0640,0.0361,0.1580,0.0474,0.3087,0.0781,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,0 , 1,4 , 1,H,
32,SAT 8,2006-07-16 03:00,圖圖盃,歐塞爾,化奴,1.3070,4.3640,8.0591,1.2985,4.4083,8.3931,---,---,---,1.32,3.90,9.00,0.0358,0.0274,0.3123,0.0716,1.1490,0.1426,0.0387,0.0298,0.3415,0.0775,1.4880,0.1773,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,2 , 1,4 , 1,H,
33,SAT 9,2006-07-16 03:45,圖圖盃,維拉利爾,馬里博爾,1.1884,5.4965,10.6571,1.1793,5.7049,11.1610,---,---,---,1.18,5.35,11.00,0.0378,0.0319,0.6920,0.1259,2.1034,0.1974,0.0379,0.0321,0.8667,0.1519,2.3710,0.2124,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 1,1 , 2,A,
34,SAT 10,2006-07-16 05:10,巴西甲組聯賽,聖保羅,費古倫斯,1.4506,3.7473,6.0716,1.4605,3.7296,6.0902,---,---,---,1.52,3.85,4.80,0.0521,0.0359,0.2114,0.0564,0.7280,0.1199,0.0712,0.0487,0.2715,0.0728,0.6585,0.1081,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 1,H,
35,SUN 1,2006-07-16 21:00,圖圖盃,哈化柏林,FC莫斯科,1.4596,3.6442,6.0803,1.4891,3.6084,5.8198,---,---,---,1.60,3.35,5.00,0.0620,0.0425,0.1998,0.0548,0.6267,0.1031,0.0775,0.0520,0.1764,0.0489,0.6625,0.1138,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 0,0 , 0,D,
36,SUN 2,2006-07-16 23:00,瑞典超級聯賽,佐加頓斯,艾夫斯堡,1.8475,3.3020,3.8056,1.8273,3.3196,3.8994,---,---,---,1.77,3.25,4.00,0.0611,0.0331,0.1937,0.0587,0.2691,0.0707,0.0614,0.0336,0.1936,0.0583,0.3629,0.0931,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,1 , 1,D,
37,SUN 3,2006-07-17 00:00,瑞典超級聯賽,咸史達斯,哥登堡,2.5181,3.1394,2.5599,2.5309,3.1270,2.5757,---,---,---,2.60,3.10,2.40,0.1124,0.0446,0.1611,0.0513,0.1335,0.0522,0.1274,0.0504,0.1531,0.0489,0.1408,0.0547,---,---,---,0,1.98,1.84,---,---,---,2.5,2.35,1.52,,,,,,,,1 , 2,1 , 4,A,
38,SUN 4,2006-07-17 00:00,挪威超級聯賽,奧特足球會,史達,2.1204,3.1993,3.1090,2.1350,3.2276,3.1044,---,---,---,2.10,3.25,2.95,0.0774,0.0365,0.0978,0.0306,0.1720,0.0553,0.0800,0.0375,0.1231,0.0381,0.1822,0.0587,---,---,---,0/-0.5,1.94,1.89,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 0,2 , 0,H,
39,SUN 5,2006-07-17 00:00,挪威超級聯賽,洛辛堡,費德列斯達,1.4414,3.8997,6.3525,1.4354,3.9679,6.5444,---,---,---,1.45,3.55,6.50,0.0526,0.0365,0.2686,0.0689,0.6252,0.0984,0.0455,0.0317,0.3267,0.0823,0.7164,0.1095,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,0 , 0,1 , 0,H,
40,SUN 6,2006-07-17 00:00,挪威超級聯賽,辛迪夫佐特,莫迪,2.3976,3.1913,2.6680,2.4391,3.1986,2.6453,---,---,---,2.35,3.20,2.60,0.0912,0.0380,0.1025,0.0321,0.1128,0.0423,0.1291,0.0529,0.1081,0.0338,0.1041,0.0394,---,---,---,0,1.86,1.97,---,---,---,2.5,1.82,1.88,,,,,,,,2 , 1,5 , 2,H,
41,SUN 7,2006-07-17 00:00,挪威超級聯賽,史達比克,咸卡,2.0116,3.1975,3.3790,2.0118,3.2078,3.4045,---,---,---,2.05,3.20,3.10,0.0550,0.0273,0.1185,0.0371,0.2268,0.0671,0.0585,0.0291,0.1230,0.0383,0.2333,0.0685,---,---,---,0/-0.5,1.80,2.04,---,---,---,2.5,1.80,1.90,,,,,,,,1 , 0,4 , 0,H,
42,SUN 8,2006-07-17 02:00,挪威超級聯賽,特林素,華拉倫加,2.5891,3.1445,2.4793,2.6598,3.1511,2.4439,---,---,---,2.60,3.10,2.40,0.1110,0.0429,0.1393,0.0443,0.1061,0.0428,0.1935,0.0727,0.1257,0.0399,0.1027,0.0420,---,---,---,0,2.16,1.72,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 0,0 , 1,A,
43,SUN 9,2006-07-17 03:00,巴西甲組聯賽,高士路,戈亞斯,1.5309,3.5999,5.4358,1.5230,3.5891,5.5057,---,---,---,1.55,3.70,4.70,0.1018,0.0665,0.2521,0.0700,0.8292,0.1525,0.0822,0.0540,0.1801,0.0502,0.5858,0.1064,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,0 , 0,D,
44,SUN 10,2006-07-17 03:00,巴西甲組聯賽,甘美奧,富明尼斯,2.1860,3.1513,2.9098,2.2389,3.1584,2.8432,---,---,---,2.25,3.45,2.55,0.1320,0.0604,0.1063,0.0337,0.1836,0.0631,0.1423,0.0636,0.1195,0.0378,0.1427,0.0502,---,---,---,0,1.86,1.96,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,4 , 4,D,
45,SUN 11,2006-07-17 03:00,巴西甲組聯賽,彭美拉斯,哥連泰斯,2.5630,3.1686,2.4161,2.6072,3.1700,2.4100,---,---,---,2.50,3.55,2.25,0.1240,0.0484,0.1317,0.0416,0.0882,0.0365,0.1851,0.0710,0.1325,0.0418,0.0859,0.0356,---,---,---,0,2.12,1.74,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,1 , 0,H,
46,SUN 12,2006-07-17 03:00,巴西甲組聯賽,聖卡坦奴,山度士,2.4424,3.1283,2.5340,2.4633,3.1304,2.5546,---,---,---,2.40,3.40,2.40,0.0889,0.0364,0.1345,0.0430,0.1179,0.0465,0.1039,0.0422,0.1350,0.0431,0.1314,0.0514,---,---,---,0,1.85,1.98,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,2 , 0,H,
47,SUN 13,2006-07-17 05:10,巴西甲組聯賽,法林明高,華斯高,2.0042,3.2069,3.2948,2.0241,3.2089,3.2776,---,---,---,2.15,3.50,2.67,0.1788,0.0892,0.1073,0.0335,0.3618,0.1098,0.1430,0.0706,0.1045,0.0326,0.3507,0.1070,---,---,---,0/-0.5,1.87,1.95,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 0,0 , 1,A,
48,SUN 14,2006-07-17 05:10,巴西甲組聯賽,福塔雷薩,聖十字,1.5345,3.5400,5.2893,1.5514,3.5419,5.2294,---,---,---,1.62,3.70,4.20,0.0451,0.0294,0.1328,0.0375,0.4272,0.0808,0.0683,0.0440,0.1242,0.0351,0.3932,0.0752,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 3,1 , 4,A,
49,SUN 15,2006-07-17 05:10,巴西甲組聯賽,青年人,國際體育會,2.5012,3.1342,2.5412,2.2614,3.1506,2.9225,---,---,---,2.10,3.35,2.85,0.2894,0.1157,0.1666,0.0532,0.3854,0.1516,0.2966,0.1312,0.1372,0.0436,0.4974,0.1702,---,---,---,0/-0.5,1.88,1.94,---,---,---,2.5,1.80,1.90,,,,,,,,2 , 0,2 , 0,H,
50,SUN 16,2006-07-17 05:10,巴西甲組聯賽,帕拉拿,帕拉尼恩斯,2.2213,3.1482,2.8134,2.2161,3.1596,2.8406,---,---,---,2.20,3.50,2.60,0.0705,0.0317,0.1151,0.0366,0.1394,0.0495,0.0773,0.0349,0.1327,0.0420,0.1644,0.0579,---,---,---,0/-0.5,1.97,1.85,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 1,H,
51,MON 1,2006-07-18 00:00,挪威超級聯賽,白蘭恩,維京,1.8357,3.2912,3.8706,1.7777,3.3428,4.1357,---,---,---,1.65,3.40,4.50,0.0752,0.0410,0.1210,0.0368,0.3435,0.0887,0.0683,0.0384,0.1833,0.0548,0.5098,0.1233,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,2 , 0,2 , 0,H,
52,MON 2,2006-07-18 01:00,瑞典超級聯賽,哈馬比,奧斯達,1.3929,4.0667,7.1343,1.4209,4.0360,6.6975,---,---,---,1.33,4.30,7.20,0.0547,0.0393,0.2617,0.0643,0.9400,0.1318,0.0560,0.0394,0.2502,0.0620,0.5844,0.0873,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 0,H,
53,MON 3,2006-07-18 02:00,瑞典超級聯賽,希爾星堡,赫根,1.6398,3.4813,4.7582,1.6323,3.4966,4.8826,---,---,---,1.55,3.35,5.50,0.0561,0.0342,0.1907,0.0548,0.4296,0.0903,0.0543,0.0333,0.2072,0.0593,0.5190,0.1063,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,1 , 1,1 , 3,A,
54,TUE 1,2006-07-19 01:00,瑞典超級聯賽,加爾斯,加費萊,2.1158,3.1861,3.1324,2.2326,3.1572,2.9762,---,---,---,2.35,3.20,2.60,0.0617,0.0292,0.1535,0.0482,0.1983,0.0633,0.1679,0.0752,0.1389,0.0440,0.1778,0.0597,---,---,---,0,1.87,1.96,---,---,---,2.5,2.19,1.60,,,,,,,,1 , 0,1 , 0,H,
55,WED 1,2006-07-19 18:00,日本職業聯賽,新潟天鵝,浦和紅鑽,2.7516,3.1128,2.3280,3.1377,3.1857,2.1120,---,---,---,4.15,3.30,1.72,0.4543,0.1651,0.1239,0.0398,0.2334,0.1002,0.5500,0.1753,0.1673,0.0525,0.2644,0.1252,---,---,---,+0.5,2.07,1.72,---,---,---,2.5,1.68,2.05,,,,,,,,1 , 0,2 , 1,H,
56,WED 2,2006-07-19 18:00,日本職業聯賽,福岡黃蜂,FC東京,2.5598,3.0940,2.4638,2.5671,3.1184,2.4595,---,---,---,2.75,3.15,2.25,0.1119,0.0437,0.0945,0.0305,0.0928,0.0377,0.0947,0.0369,0.1530,0.0491,0.0884,0.0359,---,---,---,0/+0.5,1.80,2.04,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,0 , 0,D,
57,WED 3,2006-07-19 18:00,日本職業聯賽,大阪櫻花,大分三神,2.5188,3.1205,2.4831,2.5128,3.1360,2.4967,---,---,---,2.20,3.30,2.70,0.1137,0.0451,0.1015,0.0325,0.1285,0.0517,0.1146,0.0456,0.1096,0.0350,0.1193,0.0478,---,---,---,0/-0.5,2.00,1.83,---,---,---,2.5,1.60,2.19,,,,,,,,0 , 1,0 , 2,A,
58,WED 4,2006-07-19 18:00,日本職業聯賽,千葉市原,大阪飛腳,2.4390,3.0905,2.5400,2.4625,3.1034,2.5446,---,---,---,2.30,3.40,2.50,0.0721,0.0295,0.1279,0.0414,0.0788,0.0310,0.0813,0.0330,0.1429,0.0460,0.0687,0.0270,---,---,---,0,1.87,1.96,---,---,---,2.5,1.45,2.55,,,,,,,,1 , 1,1 , 2,A,
59,WED 5,2006-07-19 18:00,日本職業聯賽,鹿島鹿角,川崎前鋒,2.3040,3.1179,2.6933,2.3119,3.1293,2.7024,---,---,---,2.15,3.45,2.70,0.0646,0.0281,0.1221,0.0392,0.1025,0.0381,0.0603,0.0261,0.1180,0.0377,0.0862,0.0319,---,---,---,0/-0.5,2.00,1.83,---,---,---,2.5,1.45,2.55,,,,,,,,1 , 1,2 , 4,A,
60,WED 6,2006-07-19 18:00,日本職業聯賽,名古屋八鯨,廣島三箭,2.1302,3.1118,2.9822,2.1387,3.1157,3.0130,---,---,---,2.10,3.20,2.95,0.0606,0.0285,0.1076,0.0346,0.1243,0.0417,0.0602,0.0281,0.1124,0.0361,0.1202,0.0399,---,---,---,0/-0.5,1.92,1.91,---,---,---,2.5,1.95,1.75,,,,,,,,2 , 2,2 , 3,A,
61,WED 7,2006-07-19 18:00,日本職業聯賽,大宮松鼠,磐田山葉,2.4446,3.0892,2.5600,2.5002,3.0829,2.5344,---,---,---,2.60,3.25,2.30,0.1005,0.0411,0.1291,0.0418,0.0972,0.0380,0.1713,0.0685,0.1156,0.0375,0.1191,0.0470,---,---,---,0,2.19,1.70,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 1,H,
62,WED 8,2006-07-19 18:00,日本職業聯賽,清水心跳,橫濱水手,2.3091,3.1143,2.6979,2.3307,3.1305,2.6903,---,---,---,2.45,3.20,2.45,0.0653,0.0283,0.1118,0.0359,0.0976,0.0362,0.0872,0.0374,0.1243,0.0397,0.0997,0.0371,---,---,---,0,1.91,1.91,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,1 , 0,H,
63,WED 9,2006-07-19 18:00,日本職業聯賽,甲府風林,京都不死鳥,2.0080,3.1771,3.2342,2.0169,3.1814,3.2498,---,---,---,2.10,3.25,2.90,0.0591,0.0294,0.1039,0.0327,0.1560,0.0482,0.0707,0.0351,0.0887,0.0279,0.1742,0.0536,---,---,---,0/-0.5,1.88,1.95,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 1,3 , 1,H,
64,WED 10,2006-07-20 01:00,瑞典超級聯賽,奧基迪,卡爾馬,2.7063,3.1723,2.3686,2.7462,3.1745,2.3504,---,---,---,2.70,3.20,2.25,0.1104,0.0408,0.1480,0.0467,0.0923,0.0390,0.1583,0.0577,0.1461,0.0460,0.1042,0.0443,---,---,---,0/+0.5,1.77,2.09,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 3,1 , 3,A,
65,WED 11,2006-07-20 06:15,南美自由盃,國際體育會,利加大學,1.3587,3.9939,7.2220,1.3441,4.0533,7.4593,---,---,---,1.32,4.15,7.75,0.0357,0.0263,0.1610,0.0403,0.5850,0.0810,0.0348,0.0259,0.1921,0.0474,0.6607,0.0886,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,0 , 0,2 , 0,H,
