,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
22,SUN 20,2006-09-17 21:00,意大利甲組聯賽,烏甸尼斯,拖連奴,1.9996,3.0547,3.6629,2.0032,3.0624,3.6981,---,---,---,1.95,3.15,3.45,0.0870,0.0435,0.1002,0.0328,0.2553,0.0697,0.0797,0.0398,0.1015,0.0331,0.2793,0.0755,---,---,---,-0.5,1.95,1.80,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 0,2 , 0,H,
23,SUN 21,2006-09-17 21:00,蘇格蘭超級聯賽,喜伯年,格拉斯哥流浪,4.8643,3.4494,1.6346,4.8326,3.4553,1.6523,---,---,---,4.10,3.45,1.70,0.4128,0.0849,0.1216,0.0353,0.0562,0.0344,0.3894,0.0806,0.1253,0.0363,0.0727,0.0440,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,1 , 0,2 , 1,H,
24,SUN 22,2006-09-17 22:00,英格蘭超級聯賽,布力般流浪,曼城,2.0574,3.1959,3.3906,2.0849,3.1658,3.3888,---,---,---,2.05,3.20,3.10,0.0632,0.0307,0.1333,0.0417,0.2199,0.0648,0.1013,0.0486,0.1261,0.0398,0.2135,0.0630,---,---,---,0/-0.5,1.90,1.94,---,---,---,2.5,2.19,1.60,,,,,,,,2 , 2,4 , 2,H,
25,SUN 23,2006-09-17 22:00,英格蘭超級聯賽,熱刺,富咸,1.6066,3.4482,5.4641,1.5993,3.4957,5.5783,---,---,---,1.60,3.35,5.00,0.0414,0.0258,0.1657,0.0481,0.7529,0.1378,0.0398,0.0249,0.2095,0.0599,0.7587,0.1360,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,0 , 0,D,
26,SUN 24,2006-09-17 22:00,英格蘭超級聯賽,韋斯咸,紐卡素,2.0725,3.2029,3.3113,2.0514,3.2028,3.4282,---,---,---,2.00,3.30,3.15,0.0768,0.0371,0.1539,0.0481,0.2228,0.0673,0.0821,0.0400,0.1463,0.0457,0.3311,0.0966,---,---,---,-0.5,2.00,1.76,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,0 , 2,A,
27,SUN 25,2006-09-17 22:00,蘇格蘭超級聯賽,馬瑟韋爾,赫斯,4.6560,3.4565,1.6593,4.6660,3.4593,1.6719,---,---,---,4.00,3.40,1.72,0.4621,0.0993,0.1192,0.0345,0.0459,0.0277,0.3909,0.0838,0.1119,0.0323,0.0598,0.0358,,,,,,,---,---,---,2.5,1.82,1.88,,,,,,,,0 , 0,0 , 1,A,
28,SUN 26,2006-09-17 23:00,英格蘭超級聯賽,曼聯,阿仙奴,1.8833,3.2189,3.9125,1.8953,3.2023,4.0041,---,---,---,1.90,3.10,3.75,0.0740,0.0393,0.1276,0.0397,0.2738,0.0700,0.0911,0.0481,0.1283,0.0401,0.2963,0.0740,---,---,---,-0.5,1.90,1.85,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,0 , 1,A,
29,SUN 27,2006-09-17 23:00,德國甲組聯賽,法蘭克福,利華古遜,2.7019,3.1812,2.4020,2.7224,3.1761,2.4149,---,---,---,2.58,3.25,2.35,0.1050,0.0389,0.1688,0.0530,0.0930,0.0387,0.1214,0.0446,0.1397,0.0440,0.0835,0.0346,---,---,---,0,2.05,1.80,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,3 , 1,H,
30,SUN 28,2006-09-17 23:00,德國甲組聯賽,哈化柏林,史浩克04,2.4767,3.1506,2.6359,2.5040,3.1362,2.6528,---,---,---,2.38,3.15,2.60,0.0900,0.0363,0.1603,0.0509,0.0986,0.0374,0.1212,0.0484,0.1266,0.0404,0.1098,0.0414,---,---,---,0,1.87,1.97,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,2 , 0,H,
31,SUN 29,2006-09-17 23:00,葡萄牙超級聯賽,科英布拉大學,比蘭倫斯,2.2126,3.1192,2.9384,2.2232,3.1359,2.9649,---,---,---,2.15,3.10,3.00,0.0669,0.0302,0.0909,0.0291,0.1599,0.0544,0.0601,0.0270,0.0987,0.0315,0.1313,0.0443,,,,,,,---,---,---,2.5,2.19,1.60,,,,,,,,1 , 1,1 , 1,D,
32,SUN 30,2006-09-17 23:00,葡萄牙超級聯賽,比拉馬,艾馬多拉,2.0891,3.1553,3.1634,2.0644,3.1861,3.2779,---,---,---,1.95,3.15,3.40,0.1006,0.0481,0.1028,0.0326,0.2415,0.0763,0.0677,0.0328,0.1144,0.0359,0.2609,0.0796,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 0,2 , 0,H,
33,SUN 31,2006-09-17 23:00,葡萄牙超級聯賽,馬里迪莫,艾維斯,1.5968,3.4507,5.1084,1.5995,3.4916,5.2062,---,---,---,1.57,3.40,5.20,0.0340,0.0213,0.1139,0.0330,0.4369,0.0855,0.0329,0.0205,0.1500,0.0430,0.5112,0.0982,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,0 , 0,D,
34,SUN 32,2006-09-17 23:00,瑞典超級聯賽,AIK蘇納,赫根,1.4920,3.7261,6.0883,1.4836,3.7849,6.2908,---,---,---,1.40,3.90,6.50,0.0529,0.0354,0.2471,0.0663,0.6458,0.1061,0.0420,0.0283,0.2853,0.0754,0.6222,0.0989,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,0 , 0,1 , 0,H,
35,SUN 33,2006-09-17 23:00,瑞典超級聯賽,咸史達斯,希爾星堡,2.5733,3.1802,2.4922,2.6131,3.1831,2.4928,---,---,---,2.45,3.25,2.45,0.1349,0.0524,0.1574,0.0495,0.0991,0.0398,0.1520,0.0582,0.1438,0.0452,0.0783,0.0314,---,---,---,0,2.04,1.80,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,1 , 1,D,
36,SUN 34,2006-09-18 00:00,法國甲組聯賽,南錫,雷恩,2.0084,2.9441,3.7512,2.0645,2.9331,3.6988,---,---,---,2.10,3.05,3.15,0.0826,0.0411,0.1132,0.0384,0.2452,0.0654,0.1195,0.0579,0.0860,0.0293,0.2331,0.0630,---,---,---,-0.5,2.10,1.68,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 0,0 , 0,D,
37,SUN 35,2006-09-18 00:00,法國甲組聯賽,摩納哥,巴黎聖日耳門,2.2524,2.8954,3.1800,2.2034,2.8885,3.3625,---,---,---,2.20,2.90,3.10,0.0838,0.0372,0.1107,0.0382,0.1962,0.0617,0.0829,0.0376,0.0783,0.0271,0.3850,0.1145,---,---,---,0/-0.5,1.78,2.08,---,---,---,2.5,2.29,1.55,,,,,,,,1 , 1,1 , 2,A,
38,SUN 36,2006-09-18 00:00,法國甲組聯賽,索察,朗斯,2.2821,2.8667,3.1541,2.3046,2.8684,3.1650,---,---,---,2.30,3.00,2.82,0.0932,0.0408,0.1007,0.0351,0.1752,0.0556,0.0921,0.0400,0.0688,0.0240,0.1545,0.0488,---,---,---,0/-0.5,2.00,1.84,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 1,0 , 3,A,
39,SUN 37,2006-09-18 00:00,法國甲組聯賽,聖伊天,歐塞爾,2.0197,2.9321,3.7273,2.0321,2.9271,3.7703,---,---,---,2.05,3.00,3.30,0.0846,0.0419,0.0987,0.0337,0.3008,0.0807,0.0732,0.0360,0.0758,0.0259,0.3409,0.0904,---,---,---,-0.5,2.05,1.72,---,---,---,2.5,2.15,1.62,,,,,,,,1 , 1,2 , 3,A,
40,SUN 38,2006-09-18 00:00,挪威超級聯賽,費德列斯達,莫迪,2.0722,3.2909,3.2132,2.0694,3.2767,3.2444,---,---,---,1.95,3.35,3.20,0.0744,0.0359,0.1834,0.0557,0.1585,0.0493,0.0721,0.0349,0.1376,0.0420,0.1818,0.0560,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,1 , 0,1 , 1,D,
41,SUN 39,2006-09-18 00:00,挪威超級聯賽,利恩,奧特足球會,1.9292,3.2900,3.6144,1.9269,3.2860,3.6441,---,---,---,2.00,3.35,3.10,0.0731,0.0379,0.1223,0.0372,0.2791,0.0772,0.0666,0.0346,0.1150,0.0350,0.3063,0.0841,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 1,1 , 1,D,
42,SUN 41,2006-09-18 00:00,挪威超級聯賽,史達,咸卡,1.7618,3.3988,4.2642,1.7591,3.4145,4.2740,---,---,---,1.75,3.45,3.85,0.0666,0.0378,0.1377,0.0405,0.4066,0.0953,0.0612,0.0348,0.1606,0.0470,0.3775,0.0883,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,1 , 0,2 , 0,H,
43,SUN 42,2006-09-18 00:00,挪威超級聯賽,維京,史達比克,2.4104,3.2195,2.6850,2.3457,3.2314,2.7865,---,---,---,2.35,3.30,2.55,0.0940,0.0390,0.1091,0.0339,0.1562,0.0582,0.1076,0.0459,0.1157,0.0358,0.2629,0.0943,---,---,---,0/-0.5,2.02,1.81,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,3 , 1,H,
44,SUN 43,2006-09-18 01:00,西班牙甲組聯賽,西維爾,貝迪斯,1.7089,3.2988,4.7028,1.7075,3.3019,4.8066,---,---,---,1.70,3.10,4.75,0.0684,0.0400,0.1843,0.0559,0.5372,0.1142,0.0589,0.0345,0.1672,0.0506,0.6210,0.1292,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,1 , 1,3 , 2,H,
45,SUN 44,2006-09-18 02:00,西班牙甲組聯賽,畢爾包,馬德里體育會,2.5457,3.1054,2.5968,2.6073,3.1005,2.5675,---,---,---,2.55,2.95,2.55,0.1093,0.0429,0.1512,0.0487,0.1143,0.0440,0.1847,0.0708,0.1412,0.0456,0.1024,0.0399,---,---,---,0,2.07,1.78,---,---,---,2.5,2.40,1.50,,,,,,,,0 , 2,1 , 4,A,
46,SUN 45,2006-09-18 02:00,西班牙甲組聯賽,愛斯賓奴,切爾達,2.3882,3.1308,2.7605,2.4853,3.1311,2.6846,---,---,---,2.50,3.10,2.50,0.0906,0.0379,0.1455,0.0465,0.1589,0.0576,0.1565,0.0630,0.1344,0.0429,0.1175,0.0438,---,---,---,0,1.96,1.88,---,---,---,2.5,2.19,1.60,,,,,,,,0 , 0,2 , 1,H,
47,SUN 46,2006-09-18 02:00,西班牙甲組聯賽,奧沙辛拿,塔拉戈納,1.6772,3.3944,4.8595,1.7257,3.3566,4.6933,---,---,---,1.75,3.20,4.20,0.1248,0.0744,0.1437,0.0423,0.4381,0.0902,0.1674,0.0970,0.1261,0.0376,0.4393,0.0936,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,1 , 0,2 , 0,H,
48,SUN 47,2006-09-18 02:00,西班牙甲組聯賽,維爾瓦,利雲特,1.9746,3.1945,3.5794,1.9459,3.2156,3.7017,---,---,---,1.95,3.25,3.30,0.0772,0.0391,0.1089,0.0341,0.2452,0.0685,0.0674,0.0346,0.1155,0.0359,0.3280,0.0886,---,---,---,-0.5,1.95,1.80,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 1,A,
49,SUN 48,2006-09-18 02:00,西班牙甲組聯賽,桑坦德,巴塞隆拿,6.9185,3.8617,1.4318,7.5644,3.9975,1.4012,---,---,---,7.50,4.00,1.35,0.7986,0.1154,0.3081,0.0798,0.0528,0.0369,1.2681,0.1676,0.3586,0.0897,0.0514,0.0367,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 1,0 , 3,A,
50,SUN 49,2006-09-18 02:00,西班牙甲組聯賽,華倫西亞,基達菲,1.4894,3.6725,6.3587,1.4845,3.6878,6.6095,---,---,---,1.50,3.45,6.00,0.0479,0.0321,0.2449,0.0667,0.7993,0.1257,0.0507,0.0342,0.2005,0.0544,0.9295,0.1406,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,2 , 0,H,
51,SUN 50,2006-09-18 02:00,西班牙甲組聯賽,薩拉戈薩,馬略卡,1.6971,3.3514,4.6991,1.7006,3.3502,4.7704,---,---,---,1.65,3.40,4.50,0.0558,0.0329,0.1901,0.0567,0.4801,0.1022,0.0565,0.0332,0.1577,0.0471,0.4995,0.1047,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 0,2 , 0,H,
52,SUN 51,2006-09-18 02:00,挪威超級聯賽,白蘭恩,辛迪夫佐特,1.3798,4.1797,7.6703,1.3682,4.2536,7.8453,---,---,---,1.40,3.80,7.00,0.0454,0.0329,0.3361,0.0804,1.0812,0.1410,0.0482,0.0353,0.4236,0.0996,1.1480,0.1463,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,1 , 0,5 , 3,H,
53,SUN 52,2006-09-18 02:15,葡萄牙超級聯賽,賓菲加,國民隊,1.4006,3.8931,6.9592,1.4084,3.9446,7.0455,---,---,---,1.45,3.50,6.80,0.0459,0.0328,0.2459,0.0632,0.6843,0.0983,0.0437,0.0310,0.2357,0.0598,0.6200,0.0880,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 0,1 , 0,H,
54,SUN 53,2006-09-18 02:30,意大利甲組聯賽,帕爾馬,AC米蘭,5.9544,3.4692,1.5538,6.2251,3.5070,1.5387,---,---,---,6.25,3.50,1.48,0.8481,0.1424,0.1694,0.0488,0.0490,0.0315,1.0286,0.1652,0.1853,0.0528,0.0495,0.0322,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 1,0 , 2,A,
55,SUN 54,2006-09-18 03:00,西班牙甲組聯賽,皇家馬德里,皇家蘇斯達,1.2523,4.9227,10.1526,1.2444,5.0450,10.6623,---,---,---,1.25,4.75,9.00,0.0288,0.0230,0.5011,0.1018,1.6785,0.1653,0.0303,0.0243,0.5248,0.1040,2.0070,0.1882,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,2 , 0,H,
56,SUN 55,2006-09-18 03:00,法國甲組聯賽,馬賽,波爾多,1.8899,3.0022,4.1303,1.8879,2.9947,4.2553,---,---,---,1.95,3.00,3.60,0.0739,0.0391,0.1291,0.0430,0.4037,0.0977,0.0589,0.0312,0.0805,0.0269,0.4585,0.1078,---,---,---,-0.5,1.95,1.80,---,---,---,2.5,2.29,1.55,,,,,,,,0 , 0,2 , 1,H,
57,SUN 56,2006-09-18 03:00,巴西甲組聯賽,高士路,彭美拉斯,1.9589,3.2224,3.3631,1.9659,3.2369,3.4070,---,---,---,2.10,3.55,2.70,0.0936,0.0478,0.0918,0.0285,0.2165,0.0644,0.0769,0.0391,0.0902,0.0279,0.2212,0.0649,---,---,---,0/-0.5,1.80,2.04,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,1 , 0,H,
58,SUN 57,2006-09-18 03:00,巴西甲組聯賽,甘美奧,保地花高,1.5763,3.5159,5.0324,1.5783,3.5163,5.0509,---,---,---,1.65,3.45,4.35,0.0575,0.0365,0.1369,0.0389,0.4541,0.0902,0.0595,0.0377,0.1423,0.0405,0.4489,0.0889,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,1 , 0,4 , 0,H,
59,SUN 58,2006-09-18 03:00,巴西甲組聯賽,青年人,聖卡坦奴,1.4610,3.6672,6.1543,1.5860,3.4571,5.3397,---,---,---,1.83,3.20,3.70,0.0779,0.0533,0.1856,0.0506,0.7977,0.1296,0.1413,0.0891,0.2440,0.0706,0.8110,0.1519,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,1 , 0,H,
60,SUN 59,2006-09-18 03:00,巴西甲組聯賽,聖保羅,國際體育會,2.0625,3.1496,3.0843,2.0696,3.2054,3.1398,---,---,---,2.05,3.35,2.95,0.0729,0.0353,0.2556,0.0812,0.2788,0.0904,0.0681,0.0329,0.1247,0.0389,0.1344,0.0428,---,---,---,0/-0.5,1.91,1.92,---,---,---,2.5,1.75,1.95,,,,,,,,1 , 0,2 , 0,H,
61,SUN 60,2006-09-18 04:15,葡萄牙超級聯賽,拿華,波圖,5.1715,3.4472,1.5923,5.1728,3.4478,1.5919,---,---,---,5.20,3.40,1.57,0.5301,0.1025,0.1103,0.0320,0.0565,0.0355,0.5284,0.1022,0.1096,0.0318,0.0548,0.0344,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 2,0 , 2,A,
62,SUN 61,2006-09-18 05:10,巴西甲組聯賽,富明尼斯,費古倫斯,2.1017,3.1389,3.0449,2.1243,3.1744,3.0590,---,---,---,1.95,3.40,3.10,0.0678,0.0323,0.1021,0.0325,0.1569,0.0515,0.0625,0.0294,0.1520,0.0479,0.1273,0.0416,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,2 , 0,H,
63,SUN 62,2006-09-18 05:10,巴西甲組聯賽,福塔雷薩,法林明高,2.2911,3.1136,2.7425,2.2656,3.1413,2.8354,---,---,---,2.05,3.25,3.00,0.0826,0.0361,0.0872,0.0280,0.1648,0.0601,0.0806,0.0356,0.1020,0.0325,0.2027,0.0715,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 3,3 , 4,A,
64,SUN 63,2006-09-18 05:10,巴西甲組聯賽,邦迪比達,山度士,2.5795,3.1120,2.4134,2.8025,3.1725,2.2858,---,---,---,2.95,3.35,2.05,0.1313,0.0509,0.2411,0.0775,0.1094,0.0453,0.2627,0.0937,0.1325,0.0418,0.1254,0.0548,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,1 , 0,H,
65,MON 1,2006-09-19 01:00,瑞典超級聯賽,卡爾馬,奧斯達,1.5719,3.5168,5.3365,1.5434,3.6054,5.7009,---,---,---,1.45,3.55,6.50,0.0479,0.0305,0.1783,0.0507,0.5557,0.1041,0.0456,0.0296,0.2626,0.0728,0.7710,0.1352,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,1 , 0,3 , 0,H,
66,MON 2,2006-09-19 01:00,瑞典超級聯賽,奧基迪,哥登堡,3.9105,3.3202,1.8216,4.3336,3.3918,1.7378,---,---,---,4.65,3.50,1.60,0.3815,0.0976,0.1734,0.0522,0.0722,0.0396,0.6079,0.1403,0.2052,0.0605,0.0749,0.0431,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 1,3 , 2,H,
67,MON 3,2006-09-19 01:00,挪威超級聯賽,利尼史特朗,華拉倫加,2.0700,3.2020,3.2029,2.0713,3.2159,3.2581,---,---,---,2.00,3.30,3.10,0.0891,0.0430,0.1021,0.0319,0.1904,0.0594,0.0931,0.0449,0.1191,0.0370,0.2215,0.0680,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,1 , 0,2 , 1,H,
68,MON 4,2006-09-19 02:15,德國乙組聯賽,羅斯托克,凱沙羅頓,2.2225,3.1592,2.8759,2.2488,3.1644,2.8980,---,---,---,2.20,3.30,2.75,0.0774,0.0348,0.1405,0.0445,0.1710,0.0594,0.0972,0.0432,0.1404,0.0444,0.1763,0.0609,---,---,---,0/-0.5,2.04,1.81,---,---,---,2.5,2.00,1.72,,,,,,,,1 , 0,2 , 0,H,
69,MON 5,2006-09-19 03:30,葡萄牙超級聯賽,布拉加,利亞拿,1.5634,3.4626,5.3326,1.5688,3.4658,5.4827,---,---,---,1.60,3.40,4.90,0.0550,0.0352,0.1220,0.0352,0.6016,0.1128,0.0723,0.0461,0.1121,0.0324,0.7015,0.1280,,,,,,,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 1,0 , 1,A,
70,TUE 1,2006-09-20 01:30,法國聯賽盃,伊斯特尼斯,里爾,4.2670,3.0664,1.7990,4.2740,3.0830,1.8070,---,---,---,3.60,3.10,1.90,0.3312,0.0776,0.1079,0.0352,0.0732,0.0407,0.3700,0.0866,0.1284,0.0417,0.0672,0.0372,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,0 , 1,A,
71,TUE 2,2006-09-20 02:00,法國聯賽盃,迪安,艾米恩斯,1.8346,3.0032,4.1539,1.8470,3.0171,4.1684,---,---,---,1.95,2.90,3.70,0.0613,0.0334,0.1019,0.0339,0.3607,0.0868,0.0738,0.0399,0.1134,0.0376,0.3315,0.0795,,,,,,,---,---,---,2.5,2.29,1.55,,,,,,,,0 , 0,2 , 1,H,
72,TUE 3,2006-09-20 02:45,英格蘭聯賽盃,班士利,米爾頓凱恩斯,1.5619,3.4805,5.2999,1.6433,3.3965,4.8202,---,---,---,1.65,3.35,4.50,0.0643,0.0411,0.1199,0.0345,0.4386,0.0827,0.1112,0.0677,0.1256,0.0370,0.4866,0.1010,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 1,1 , 2,A,
73,TUE 4,2006-09-20 02:45,英格蘭聯賽盃,伯明翰,域斯咸,1.3175,4.3808,7.9493,1.3166,4.4547,8.0009,---,---,---,1.33,4.30,7.25,0.0417,0.0317,0.3297,0.0753,1.0106,0.1271,0.0393,0.0298,0.4250,0.0954,0.9822,0.1228,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,1 , 1,1 , 1,D,
74,TUE 5,2006-09-20 02:45,英格蘭聯賽盃,賓福特,盧頓,2.5819,3.1796,2.4231,2.6079,3.1909,2.4149,---,---,---,2.65,3.20,2.30,0.1138,0.0441,0.1194,0.0376,0.0937,0.0387,0.1275,0.0489,0.1261,0.0395,0.0885,0.0366,---,---,---,0,2.09,1.76,---,---,---,2.5,1.93,1.77,,,,,,,,0 , 1,0 , 3,A,
75,TUE 6,2006-09-20 02:45,英格蘭聯賽盃,克魯,韋根,4.0657,3.3504,1.7510,3.9911,3.3471,1.7839,---,---,---,3.60,3.30,1.85,0.3020,0.0743,0.1249,0.0373,0.0687,0.0392,0.2478,0.0621,0.1187,0.0355,0.0985,0.0552,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,1 , 0,2 , 0,H,
76,TUE 7,2006-09-20 02:45,英格蘭聯賽盃,赫里福特聯,李斯特城,3.3793,3.2325,1.9542,3.4089,3.2432,1.9605,---,---,---,3.35,3.30,1.90,0.2046,0.0605,0.0960,0.0297,0.1049,0.0537,0.2042,0.0599,0.1055,0.0325,0.0907,0.0462,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 1,1 , 3,A,
77,TUE 8,2006-09-20 02:45,英格蘭聯賽盃,侯城,哈特普爾,1.4992,3.5878,5.8175,1.5229,3.5776,5.6905,---,---,---,1.53,3.45,5.50,0.0482,0.0322,0.1471,0.0410,0.4346,0.0747,0.0748,0.0491,0.1396,0.0390,0.4344,0.0763,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,0 , 0,D,
78,TUE 9,2006-09-20 02:45,英格蘭聯賽盃,列斯聯,班列特,1.3531,4.1084,7.4558,1.3666,4.1306,7.3078,---,---,---,1.45,3.70,6.20,0.0437,0.0323,0.2264,0.0551,0.8998,0.1207,0.0494,0.0361,0.2466,0.0597,0.6553,0.0897,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,3 , 1,H,
79,TUE 10,2006-09-20 02:45,英格蘭聯賽盃,曼斯菲,樸茨茅夫,6.2794,3.7488,1.4449,6.4925,3.8306,1.4371,---,---,---,6.80,3.80,1.40,0.5297,0.0844,0.1867,0.0498,0.0572,0.0396,0.6223,0.0958,0.2648,0.0691,0.0524,0.0365,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 2,1 , 2,A,
80,TUE 11,2006-09-20 02:45,英格蘭聯賽盃,米禾爾,修咸頓,3.6656,3.2527,1.8656,3.6508,3.2639,1.8873,---,---,---,3.85,3.25,1.80,0.2824,0.0770,0.1010,0.0311,0.0687,0.0369,0.2383,0.0653,0.1070,0.0328,0.0843,0.0447,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 2,0 , 4,A,
81,TUE 12,2006-09-20 02:45,英格蘭聯賽盃,彼德堡,愛華頓,6.3779,3.7481,1.4437,6.7557,3.8583,1.4199,---,---,---,7.50,3.95,1.35,0.5839,0.0916,0.1694,0.0452,0.0567,0.0393,0.8118,0.1202,0.2743,0.0711,0.0484,0.0341,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,1 , 2,A,
82,TUE 13,2006-09-20 02:45,英格蘭聯賽盃,維爾港,昆士柏流浪,2.3593,3.1882,2.6509,2.3110,3.1988,2.7460,---,---,---,2.30,3.20,2.65,0.0836,0.0354,0.1037,0.0325,0.1116,0.0421,0.0771,0.0333,0.1140,0.0356,0.2202,0.0802,---,---,---,0/-0.5,1.94,1.89,---,---,---,2.5,1.95,1.75,,,,,,,,2 , 1,3 , 2,H,
83,TUE 14,2006-09-20 02:45,英格蘭聯賽盃,洛達咸,諾域治,3.3518,3.2428,1.9676,3.2779,3.2042,2.0316,---,---,---,3.05,3.25,2.05,0.2452,0.0731,0.1052,0.0325,0.1032,0.0525,0.2198,0.0671,0.1003,0.0313,0.1542,0.0759,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,1 , 1,2 , 4,A,
84,TUE 15,2006-09-20 02:45,英格蘭聯賽盃,錫菲聯,貝利,1.2926,4.5362,8.3266,1.3045,4.5308,8.2359,---,---,---,1.33,4.25,7.25,0.0500,0.0387,0.3389,0.0747,0.9386,0.1127,0.0490,0.0376,0.3520,0.0777,0.8155,0.0990,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,1 , 0,1 , 0,H,
85,TUE 16,2006-09-20 02:45,英格蘭聯賽盃,修安聯,白禮頓,1.6888,3.3792,4.4961,1.7001,3.3771,4.4499,---,---,---,1.80,3.25,3.85,0.0691,0.0409,0.1386,0.0410,0.3529,0.0785,0.0795,0.0468,0.1373,0.0407,0.3210,0.0721,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,3 , 2,H,
86,TUE 17,2006-09-20 02:45,英格蘭聯賽盃,華素爾,保頓,4.8797,3.4561,1.6091,4.8869,3.4840,1.6164,---,---,---,4.70,3.30,1.65,0.3691,0.0756,0.1077,0.0311,0.0737,0.0458,0.3138,0.0642,0.1444,0.0414,0.0686,0.0425,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 0,1 , 3,A,
87,TUE 18,2006-09-20 02:45,英格蘭聯賽盃,屈福特,阿克寧頓,1.2637,4.8004,8.6714,1.2997,4.6241,8.1893,---,---,---,1.32,4.30,7.50,0.0448,0.0354,0.3228,0.0672,0.7869,0.0907,0.0604,0.0464,0.3738,0.0808,0.8184,0.0999,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,0 , 0,D,
88,TUE 19,2006-09-20 02:45,英格蘭聯賽盃,西布朗,車頓咸,1.4156,3.8057,6.7786,1.4119,3.8891,6.8753,---,---,---,1.40,3.75,7.00,0.0419,0.0296,0.1888,0.0496,0.7039,0.1038,0.0419,0.0297,0.2734,0.0703,0.6743,0.0981,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,3 , 1,H,
89,TUE 20,2006-09-20 02:45,蘇格蘭聯賽盃,些路迪,聖美倫,1.1839,5.5512,10.6660,1.1967,5.5590,10.9595,---,---,---,1.22,5.30,8.50,0.0304,0.0257,0.4414,0.0795,1.6345,0.1532,0.0341,0.0285,0.4194,0.0754,2.2101,0.2017,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,0 , 0,2 , 0,H,
