,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
81,SAT 51,2010-08-28 22:00,蘇格蘭超級聯賽,鴨巴甸,基爾馬諾克,1.8660,3.3016,3.8699,1.8396,3.3421,4.0471,---,---,---,1.75,3.30,4.00,0.0743,0.0398,0.1159,0.0351,0.2222,0.0574,0.0570,0.0310,0.1159,0.0347,0.3648,0.0901,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,0 , 1,A,
82,SAT 52,2010-08-28 22:00,蘇格蘭超級聯賽,恩華尼斯,咸美頓,1.9454,3.2948,3.6409,1.7874,3.4228,4.2006,---,---,---,1.72,3.45,4.00,0.0891,0.0458,0.1165,0.0354,0.3220,0.0884,0.0753,0.0421,0.1308,0.0382,0.4114,0.0979,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 1,0 , 1,A,
83,SAT 53,2010-08-28 22:00,蘇格蘭超級聯賽,格拉斯哥流浪,聖莊士東,1.2043,5.5367,12.1826,1.1913,5.7845,13.0577,---,---,---,1.18,5.40,11.00,0.0242,0.0201,0.4228,0.0764,1.8817,0.1545,0.0267,0.0224,0.6102,0.1055,2.5964,0.1988,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,1 , 1,2 , 1,H,
84,SAT 54,2010-08-28 22:00,瑞典超級聯賽,布洛馬波卡納,阿維達貝治,1.7987,3.3185,4.1572,1.8181,3.3196,4.1143,---,---,---,1.68,3.30,4.50,0.0897,0.0499,0.1473,0.0444,0.3626,0.0872,0.0688,0.0379,0.1300,0.0392,0.2975,0.0723,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 1,0 , 2,A,
85,SAT 55,2010-08-28 22:00,瑞典超級聯賽,奧雷布洛,希爾星堡,2.4717,3.1371,2.6569,2.5039,3.1374,2.6508,---,---,---,2.50,3.10,2.50,0.0894,0.0362,0.1323,0.0422,0.1014,0.0382,0.0956,0.0382,0.1248,0.0398,0.0950,0.0358,---,---,---,0,1.90,1.94,---,---,---,2.5,2.20,1.59,,,,,,,,2 , 0,3 , 0,H,
86,SAT 56,2010-08-28 23:00,挪威超級聯賽,侯格辛特,特林素,2.2321,3.2513,2.9281,2.1716,3.2958,3.0353,---,---,---,2.00,3.40,3.05,0.0869,0.0389,0.1097,0.0337,0.1802,0.0615,0.0610,0.0281,0.1249,0.0379,0.1752,0.0577,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 0,0 , 0,D,
87,SAT 57,2010-08-29 00:00,西班牙甲組聯賽,靴高斯,畢爾包,2.5252,3.1630,2.6470,2.5373,3.1686,2.6724,---,---,---,2.37,3.15,2.60,0.0789,0.0313,0.1352,0.0427,0.1056,0.0399,0.0774,0.0305,0.1408,0.0444,0.1114,0.0417,---,---,---,0,1.82,2.03,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,0 , 1,A,
88,SAT 58,2010-08-29 00:00,意大利甲組聯賽,烏甸尼斯,熱拿亞,2.3088,3.0840,3.0047,2.3556,3.0941,2.9813,---,---,---,2.20,3.20,2.80,0.0737,0.0319,0.1241,0.0402,0.1517,0.0505,0.0769,0.0326,0.1309,0.0423,0.1681,0.0564,---,---,---,0/-0.5,1.98,1.86,---,---,---,2.5,1.82,1.88,,,,,,,,0 , 0,0 , 1,A,
89,SAT 59,2010-08-29 00:20,英格蘭冠軍聯賽,李斯特城,雷丁,2.2385,3.1771,2.9791,2.2291,3.1887,3.0352,---,---,---,2.05,3.20,3.10,0.0631,0.0282,0.1125,0.0354,0.1540,0.0517,0.0577,0.0259,0.1222,0.0383,0.1819,0.0599,---,---,---,0/-0.5,1.90,1.94,---,---,---,2.5,2.02,1.70,,,,,,,,0 , 1,1 , 2,A,
90,SAT 60,2010-08-29 00:30,英格蘭超級聯賽,曼聯,韋斯咸,1.1401,6.8754,17.2221,1.1341,7.1791,18.4768,---,---,---,1.08,7.50,19.00,0.0265,0.0232,0.8745,0.1272,3.6270,0.2106,0.0263,0.0232,1.0147,0.1413,4.2247,0.2286,,,,,,,---,---,---,2.5,1.42,2.65,,,,,,,,1 , 0,3 , 0,H,
91,SAT 61,2010-08-29 00:30,德國甲組聯賽,聖保利,賀芬咸,3.0692,3.2573,2.1861,3.0480,3.3036,2.2053,---,---,---,2.85,3.40,2.10,0.2107,0.0686,0.1644,0.0505,0.0937,0.0429,0.1510,0.0495,0.1644,0.0498,0.0810,0.0367,---,---,---,0/+0.5,1.88,1.96,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 0,0 , 1,A,
92,SAT 62,2010-08-29 00:30,阿根廷甲組聯賽,拉魯斯,班菲特,2.3579,3.1379,2.7647,2.4422,3.1175,2.6966,---,---,---,2.30,3.00,2.82,0.1569,0.0665,0.0894,0.0285,0.1679,0.0607,0.1177,0.0482,0.0821,0.0263,0.1288,0.0478,---,---,---,0/-0.5,2.18,1.71,---,---,---,2.5,2.35,1.52,,,,,,,,0 , 0,0 , 0,D,
93,SAT 63,2010-08-29 01:00,法國甲組聯賽,阿勒斯,雷恩,3.1689,3.0416,2.2362,3.3126,3.0624,2.1781,---,---,---,3.25,3.05,2.05,0.1616,0.0510,0.1026,0.0337,0.0966,0.0432,0.2488,0.0751,0.1100,0.0359,0.0868,0.0399,---,---,---,0/+0.5,2.05,1.80,---,---,---,2.5,2.29,1.55,,,,,,,,0 , 1,0 , 1,A,
94,SAT 64,2010-08-29 01:00,法國甲組聯賽,南錫,圖盧茲,2.3814,2.9824,2.9375,2.4205,2.9788,2.9441,---,---,---,2.25,2.95,2.95,0.0741,0.0311,0.1321,0.0443,0.1405,0.0478,0.0900,0.0372,0.1014,0.0341,0.1340,0.0455,---,---,---,0/-0.5,2.09,1.77,---,---,---,2.5,2.35,1.52,,,,,,,,0 , 0,0 , 2,A,
95,SAT 65,2010-08-29 01:00,法國甲組聯賽,羅連安特,里昂,3.1079,3.0437,2.2625,3.2008,3.0660,2.2237,---,---,---,3.20,3.10,2.05,0.1372,0.0441,0.1060,0.0348,0.0846,0.0374,0.2074,0.0648,0.1217,0.0397,0.0819,0.0368,---,---,---,0/+0.5,1.86,1.98,---,---,---,2.5,2.05,1.68,,,,,,,,1 , 0,2 , 0,H,
96,SAT 66,2010-08-29 01:00,法國甲組聯賽,聖伊天,朗斯,1.9799,3.1106,3.7304,2.0036,3.1085,3.7469,---,---,---,1.95,3.00,3.65,0.0590,0.0298,0.1068,0.0343,0.2306,0.0618,0.0631,0.0315,0.1067,0.0343,0.2179,0.0582,---,---,---,0/-0.5,1.78,2.08,---,---,---,2.5,2.40,1.50,,,,,,,,1 , 0,3 , 1,H,
97,SAT 67,2010-08-29 01:00,法國甲組聯賽,華倫西恩斯,蒙彼利埃,2.1696,3.0301,3.2915,2.1897,3.0261,3.3122,---,---,---,2.15,3.00,3.10,0.0626,0.0288,0.1075,0.0355,0.1779,0.0541,0.0755,0.0345,0.1090,0.0360,0.1754,0.0530,---,---,---,0/-0.5,2.00,1.84,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 1,0 , 1,A,
98,SAT 68,2010-08-29 01:45,荷蘭甲組聯賽,NAC,芬洛,1.7939,3.3671,4.0651,1.7541,3.4301,4.2787,---,---,---,1.60,3.75,4.30,0.0614,0.0342,0.1346,0.0400,0.3020,0.0743,0.0538,0.0307,0.1454,0.0424,0.3241,0.0757,,,,,,,---,---,---,2.5,1.77,1.93,,,,,,,,2 , 0,2 , 0,H,
99,SAT 69,2010-08-29 01:45,荷蘭甲組聯賽,洛達,荷華高斯,2.0112,3.2958,3.3390,1.8859,3.3894,3.7391,---,---,---,1.70,3.70,3.80,0.0839,0.0417,0.1413,0.0429,0.2351,0.0704,0.0814,0.0432,0.1735,0.0512,0.3859,0.1032,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,3 , 0,4 , 2,H,
100,SAT 70,2010-08-29 02:00,西班牙甲組聯賽,馬拉加,華倫西亞,2.8081,3.1897,2.3729,2.8831,3.2072,2.3551,---,---,---,2.95,3.25,2.10,0.1113,0.0396,0.1282,0.0402,0.0775,0.0327,0.1697,0.0589,0.1371,0.0427,0.0758,0.0322,---,---,---,0/+0.5,1.84,2.00,---,---,---,2.5,2.00,1.72,,,,,,,,1 , 1,1 , 3,A,
101,SAT 71,2010-08-29 02:15,葡萄牙超級聯賽,國民隊,甘馬雷斯,2.1339,3.0382,3.3121,2.1160,3.0388,3.4085,---,---,---,1.95,2.95,3.70,0.0680,0.0319,0.0873,0.0287,0.2046,0.0618,0.0635,0.0300,0.0870,0.0286,0.2532,0.0743,---,---,---,0/-0.5,1.77,2.09,---,---,---,2.5,2.40,1.50,,,,,,,,0 , 0,1 , 3,A,
102,SAT 72,2010-08-29 02:30,阿根廷甲組聯賽,堤格雷,基爾梅斯,2.0898,3.1700,3.2025,2.1408,3.1621,3.1462,---,---,---,2.00,3.05,3.40,0.0947,0.0453,0.0867,0.0274,0.1587,0.0496,0.1168,0.0546,0.0797,0.0252,0.1624,0.0516,,,,,,,---,---,---,2.5,2.25,1.57,,,,,,,,1 , 0,3 , 0,H,
103,SAT 73,2010-08-29 02:45,意大利甲組聯賽,羅馬,切塞納,1.2625,5.0497,10.4234,1.2689,5.0289,10.5308,---,---,---,1.28,4.50,8.50,0.0375,0.0297,0.4150,0.0822,1.4241,0.1366,0.0361,0.0285,0.4069,0.0809,1.4494,0.1376,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 0,0 , 0,D,
104,SAT 74,2010-08-29 02:45,荷蘭甲組聯賽,奈梅亨,海倫芬,2.5019,3.2393,2.5602,2.6339,3.2653,2.4477,---,---,---,2.58,3.55,2.20,0.1724,0.0689,0.1360,0.0420,0.1504,0.0587,0.1431,0.0543,0.1485,0.0455,0.0764,0.0312,,,,,,,---,---,---,2.5,1.55,2.29,,,,,,,,0 , 0,2 , 2,D,
105,SAT 75,2010-08-29 03:00,法國甲組聯賽,卡昂,比斯特,1.8761,3.1672,4.0635,1.8936,3.1512,4.1282,---,---,---,1.82,3.10,4.00,0.0561,0.0299,0.1259,0.0398,0.2459,0.0605,0.0671,0.0354,0.1194,0.0379,0.3039,0.0736,,,,,,,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 0,0 , 2,A,
106,SAT 76,2010-08-29 04:00,西班牙甲組聯賽,利雲特,西維爾,3.3483,3.2422,2.0627,3.4575,3.2860,2.0372,---,---,---,3.40,3.40,1.88,0.2004,0.0599,0.1303,0.0402,0.0787,0.0381,0.1950,0.0564,0.1456,0.0443,0.0759,0.0373,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 2,1 , 4,A,
107,SAT 77,2010-08-29 04:00,美國職業聯賽,哥倫布機員,FC達拉斯,1.9279,3.2409,3.5740,1.9723,3.2276,3.5094,---,---,---,1.95,3.20,3.35,0.0849,0.0441,0.0881,0.0272,0.1935,0.0541,0.1040,0.0527,0.0728,0.0225,0.1856,0.0529,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,0 , 0,D,
108,SAT 78,2010-08-29 04:15,葡萄牙超級聯賽,賓菲加,塞圖巴爾,1.2258,5.1840,11.2051,1.2121,5.3872,11.9638,---,---,---,1.12,6.20,15.00,0.0300,0.0245,0.4523,0.0873,1.9614,0.1750,0.0282,0.0232,0.5039,0.0935,1.9576,0.1636,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,2 , 0,3 , 0,H,
109,SAT 79,2010-08-29 05:10,阿根廷甲組聯賽,高隆,葛度爾古斯,2.1832,3.1549,3.0232,2.2046,3.1566,3.0224,---,---,---,1.90,3.15,3.60,0.0945,0.0433,0.0875,0.0277,0.1536,0.0508,0.0857,0.0389,0.0778,0.0246,0.1686,0.0558,,,,,,,---,---,---,2.5,2.30,1.54,,,,,,,,1 , 0,1 , 3,A,
110,SAT 80,2010-08-29 05:30,巴西甲組聯賽,施亞拉,普丹迪,1.7143,3.3397,4.4668,1.7121,3.3675,4.5401,---,---,---,1.60,3.40,4.90,0.0474,0.0277,0.1141,0.0342,0.3088,0.0691,0.0550,0.0321,0.1216,0.0361,0.3426,0.0755,,,,,,,---,---,---,2.5,2.20,1.59,,,,,,,,1 , 2,2 , 2,D,
111,SAT 81,2010-08-29 05:30,巴西甲組聯賽,國際體育會,保地花高,1.7503,3.3620,4.2141,1.7632,3.3665,4.2178,---,---,---,1.65,3.60,4.20,0.0587,0.0336,0.1221,0.0363,0.3416,0.0811,0.0623,0.0353,0.1109,0.0329,0.2870,0.0680,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,1 , 0,1 , 0,H,
112,SAT 82,2010-08-29 05:30,巴西甲組聯賽,山度士,戈亞斯,1.4436,3.8393,6.5322,1.5004,3.7425,5.9970,---,---,---,1.46,3.90,5.50,0.0416,0.0288,0.2053,0.0535,0.5639,0.0863,0.0712,0.0475,0.1929,0.0515,0.6386,0.1065,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,0 , 0,2 , 0,H,
113,SAT 83,2010-08-29 05:30,巴西甲組聯賽,華斯高,高士路,2.0830,3.2088,3.1899,2.0965,3.2131,3.2001,---,---,---,1.95,3.25,3.30,0.0628,0.0302,0.0748,0.0233,0.1570,0.0492,0.0604,0.0288,0.0848,0.0264,0.1533,0.0479,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 1,1 , 1,D,
114,SAT 84,2010-08-29 07:00,美國職業聯賽,FC多倫多,皇家鹽湖城,2.2542,3.1959,2.8681,2.3964,3.1679,2.7301,---,---,---,2.50,3.10,2.50,0.1197,0.0531,0.0976,0.0305,0.1395,0.0486,0.1828,0.0763,0.0792,0.0250,0.1451,0.0531,---,---,---,0,1.94,1.90,---,---,---,2.5,2.20,1.59,,,,,,,,0 , 0,0 , 0,D,
115,SAT 85,2010-08-29 07:20,阿根廷甲組聯賽,聖羅倫素,男生隊,1.5768,3.4752,5.4044,1.6984,3.3631,4.7138,---,---,---,1.70,3.40,4.20,0.0420,0.0266,0.1346,0.0387,0.3586,0.0664,0.1072,0.0631,0.1345,0.0400,0.5761,0.1222,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,0 , 0,3 , 1,H,
116,SAT 86,2010-08-29 07:30,美國職業聯賽,新英倫革命,費城聯,1.8180,3.2739,4.0096,1.9261,3.2108,3.7240,---,---,---,1.95,3.30,3.25,0.1154,0.0635,0.1234,0.0377,0.3411,0.0851,0.1425,0.0740,0.0900,0.0280,0.3248,0.0872,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,1 , 0,1 , 2,A,
117,SAT 87,2010-08-29 07:30,美國職業聯賽,紐約紅牛,聖荷西地震,1.6681,3.4423,4.6833,1.6267,3.5005,4.9809,---,---,---,1.44,3.85,6.00,0.0605,0.0362,0.1398,0.0406,0.5005,0.1069,0.0514,0.0316,0.1585,0.0453,0.5385,0.1081,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,2 , 0,H,
118,SAT 88,2010-08-29 09:30,美國職業聯賽,科羅拉多急流,侯斯頓戴拿模,1.8195,3.2660,3.9810,1.8635,3.2495,3.8977,---,---,---,1.85,3.20,3.70,0.0729,0.0401,0.1065,0.0326,0.2346,0.0589,0.1098,0.0589,0.0823,0.0253,0.2592,0.0665,,,,,,,---,---,---,2.5,2.20,1.59,,,,,,,,3 , 0,3 , 0,H,
119,SAT 89,2010-08-29 10:30,美國職業聯賽,洛杉磯銀河,肯薩斯體育會,1.5016,3.6473,6.0296,1.4936,3.6999,6.1674,---,---,---,1.40,4.15,6.00,0.0371,0.0247,0.2029,0.0556,0.5316,0.0882,0.0351,0.0235,0.2082,0.0563,0.5428,0.0880,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 1,0 , 2,A,
120,SAT 90,2010-08-29 10:30,美國職業聯賽,西雅圖海灣者,芝加哥火燄,1.7978,3.3066,4.0678,1.8741,3.2578,3.8433,---,---,---,1.95,3.25,3.30,0.1082,0.0602,0.1102,0.0333,0.3470,0.0853,0.1034,0.0552,0.0816,0.0251,0.2891,0.0752,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 1,2 , 1,H,
121,SUN 1,2010-08-29 13:00,澳洲職業聯賽,黃金海岸聯,墨爾本勝利,2.3541,3.1822,2.7418,2.3711,3.1788,2.7414,---,---,---,2.30,3.20,2.65,0.0598,0.0254,0.0789,0.0248,0.1106,0.0403,0.0744,0.0314,0.0803,0.0253,0.0985,0.0359,---,---,---,0,1.77,2.09,---,---,---,2.5,1.93,1.77,,,,,,,,0 , 1,0 , 1,A,
122,SUN 2,2010-08-29 15:00,澳洲職業聯賽,墨爾本城,珀斯光輝,2.6147,3.1670,2.4646,2.6445,3.1717,2.4552,---,---,---,2.60,3.10,2.40,0.0928,0.0355,0.0874,0.0276,0.0670,0.0272,0.1212,0.0458,0.0974,0.0307,0.0806,0.0328,---,---,---,0,2.03,1.82,---,---,---,2.5,2.02,1.70,,,,,,,,2 , 1,2 , 2,D,
123,SUN 3,2010-08-29 17:00,日本職業聯賽,大阪飛腳,磐田山葉,1.5979,3.5574,5.0104,1.6230,3.5516,4.8576,---,---,---,1.58,3.75,4.50,0.0628,0.0393,0.1603,0.0451,0.4328,0.0864,0.0685,0.0422,0.1125,0.0317,0.3749,0.0772,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 0,H,
124,SUN 4,2010-08-29 17:00,日本職業聯賽,橫濱水手,新潟天鵝,2.1843,3.1859,2.9752,2.2317,3.1898,2.9228,---,---,---,2.15,3.20,2.90,0.0704,0.0322,0.0961,0.0302,0.1491,0.0501,0.1140,0.0511,0.0868,0.0272,0.1039,0.0355,,,,,,,---,---,---,2.5,2.02,1.70,,,,,,,,0 , 0,3 , 0,H,
125,SUN 5,2010-08-29 17:00,日本乙組聯賽,富山勝利,福岡黃蜂,3.5775,3.2936,1.8957,3.4664,3.2568,1.9546,---,---,---,3.15,3.40,1.95,0.2555,0.0714,0.0950,0.0288,0.1155,0.0609,0.2132,0.0615,0.0917,0.0282,0.1044,0.0534,,,,,,,---,---,---,2.5,1.88,1.82,,,,,,,,1 , 0,1 , 2,A,
126,SUN 6,2010-08-29 17:00,日本乙組聯賽,水戶蜀葵,鳥棲砂岩,2.7194,3.1632,2.3295,2.7265,3.1694,2.3342,---,---,---,2.78,3.15,2.25,0.1125,0.0414,0.0872,0.0276,0.0563,0.0242,0.1036,0.0380,0.0887,0.0280,0.0620,0.0265,---,---,---,0/+0.5,1.80,2.05,---,---,---,2.5,2.20,1.59,,,,,,,,0 , 0,0 , 0,D,
127,SUN 7,2010-08-29 17:00,日本乙組聯賽,甲府風林,大分三神,1.8002,3.3568,4.0109,1.9165,3.2876,3.5340,---,---,---,1.75,3.60,3.65,0.1697,0.0943,0.1437,0.0428,0.6605,0.1647,0.0844,0.0440,0.0999,0.0304,0.2712,0.0767,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,3 , 2,3 , 3,D,
128,SUN 8,2010-08-29 17:30,日本職業聯賽,清水心跳,川崎前鋒,2.0229,3.2654,3.2757,2.0034,3.3086,3.3087,---,---,---,1.90,3.70,3.05,0.0701,0.0347,0.1222,0.0374,0.1561,0.0476,0.0561,0.0280,0.1640,0.0496,0.1603,0.0485,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,1 , 0,2 , 0,H,
129,SUN 9,2010-08-29 18:00,日本乙組聯賽,FC愛媛,北海道札幌岡薩多,2.6934,3.1451,2.3671,2.7112,3.1430,2.3665,---,---,---,2.90,3.00,2.25,0.1611,0.0598,0.1003,0.0319,0.0633,0.0267,0.1492,0.0550,0.0994,0.0316,0.0661,0.0279,---,---,---,0/+0.5,1.80,2.05,---,---,---,2.5,2.45,1.48,,,,,,,,1 , 1,2 , 1,H,
130,SUN 10,2010-08-29 18:00,日本乙組聯賽,群馬草津溫泉,德島漩渦,2.4496,3.1659,2.5739,2.4252,3.1728,2.6131,---,---,---,2.30,3.30,2.60,0.0727,0.0297,0.0867,0.0274,0.1190,0.0462,0.0522,0.0215,0.0862,0.0272,0.1473,0.0564,---,---,---,0,1.73,2.15,---,---,---,2.5,2.00,1.72,,,,,,,,1 , 1,1 , 4,A,
131,SUN 11,2010-08-29 18:00,日本乙組聯賽,東京綠茵,FC岐阜,1.7903,3.3145,3.9441,1.7679,3.3319,4.0820,---,---,---,1.65,3.45,4.40,0.0471,0.0263,0.0891,0.0269,0.1981,0.0502,0.0361,0.0204,0.1006,0.0302,0.3370,0.0826,,,,,,,---,---,---,2.5,2.25,1.57,,,,,,,,0 , 0,2 , 0,H,
132,SUN 12,2010-08-29 18:00,南韓職業聯賽,釜山偶像,全南天龍,2.0577,3.2553,3.1559,1.9708,3.2933,3.3504,---,---,---,1.95,3.50,3.10,0.0738,0.0359,0.0920,0.0282,0.2194,0.0695,0.0853,0.0433,0.0962,0.0292,0.2972,0.0887,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,3 , 1,5 , 3,H,
133,SUN 13,2010-08-29 18:00,南韓職業聯賽,蔚山現代,浦項制鐵,2.3492,3.1822,2.6890,2.4196,3.1794,2.6263,---,---,---,2.50,3.35,2.35,0.1402,0.0597,0.0792,0.0249,0.1198,0.0445,0.2258,0.0933,0.0782,0.0246,0.1744,0.0664,---,---,---,0,2.13,1.74,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,1 , 1,D,
134,SUN 14,2010-08-29 18:30,荷蘭甲組聯賽,迪加史卓普,阿積士,8.4761,4.6758,1.3083,9.7440,5.1231,1.2616,---,---,---,9.00,5.80,1.19,1.1199,0.1321,0.4562,0.0976,0.0444,0.0339,1.4821,0.1521,0.5922,0.1156,0.0379,0.0300,,,,,,,---,---,---,3.5,1.85,1.85,,,,,,,,0 , 2,0 , 5,A,
135,SUN 15,2010-08-29 19:00,蘇格蘭超級聯賽,馬瑟韋爾,些路迪,5.5008,3.6549,1.5593,5.5204,3.6952,1.5685,---,---,---,5.00,3.90,1.50,0.3723,0.0677,0.1626,0.0445,0.0471,0.0302,0.3698,0.0670,0.1841,0.0498,0.0418,0.0267,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,0 , 1,A,
136,SUN 16,2010-08-29 19:30,德國乙組聯賽,1860慕尼黑,奧斯納貝克,1.6516,3.5106,4.8066,1.6451,3.5643,4.8396,---,---,---,1.65,3.55,4.25,0.0340,0.0206,0.1230,0.0350,0.2875,0.0598,0.0339,0.0206,0.1838,0.0516,0.2839,0.0587,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,2 , 1,3 , 1,H,
137,SUN 17,2010-08-29 19:30,德國乙組聯賽,比勒費爾德,科特布斯,2.1961,3.2076,3.0263,2.2894,3.2121,2.8798,---,---,---,2.10,3.30,2.90,0.1209,0.0550,0.0817,0.0255,0.2069,0.0684,0.1142,0.0499,0.0963,0.0300,0.1494,0.0519,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 2,1 , 2,A,
138,SUN 18,2010-08-29 19:30,德國乙組聯賽,卡爾斯魯厄,亞琛,2.1355,3.2266,3.1480,2.1919,3.2283,3.0495,---,---,---,2.05,3.30,3.00,0.1156,0.0541,0.0822,0.0255,0.2237,0.0711,0.0846,0.0386,0.0960,0.0297,0.1383,0.0454,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,3 , 0,3 , 0,H,
139,SUN 19,2010-08-29 20:30,英格蘭超級聯賽,保頓,伯明翰,2.0935,3.2122,3.3604,2.0779,3.2216,3.4714,---,---,---,1.95,3.20,3.45,0.0662,0.0316,0.1165,0.0363,0.1968,0.0586,0.0676,0.0326,0.1191,0.0370,0.2295,0.0661,---,---,---,0/-0.5,1.75,2.12,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 1,2 , 2,D,
140,SUN 20,2010-08-29 20:30,荷蘭甲組聯賽,海牙,燕豪芬,7.6299,4.3491,1.3591,7.9816,4.5308,1.3391,---,---,---,7.50,4.80,1.28,0.9012,0.1181,0.3535,0.0813,0.0382,0.0281,0.8346,0.1046,0.3331,0.0735,0.0327,0.0244,,,,,,,---,---,---,2.5,1.53,2.33,,,,,,,,0 , 1,2 , 2,D,
141,SUN 21,2010-08-29 20:30,荷蘭甲組聯賽,飛燕諾,維迪斯,1.4179,4.1018,6.7888,1.4206,4.1722,6.7889,---,---,---,1.35,4.50,6.25,0.0368,0.0260,0.2593,0.0632,0.6091,0.0897,0.0365,0.0257,0.2772,0.0664,0.5378,0.0792,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,2 , 0,4 , 0,H,
142,SUN 22,2010-08-29 20:30,荷蘭甲組聯賽,川迪,烏德勒支,1.5176,3.7412,5.8817,1.4796,3.8782,6.3369,---,---,---,1.36,4.30,6.50,0.0595,0.0392,0.2309,0.0617,0.8234,0.1400,0.0430,0.0290,0.2668,0.0688,0.7605,0.1200,,,,,,,---,---,---,2.5,1.77,1.93,,,,,,,,0 , 0,4 , 0,H,
143,SUN 23,2010-08-29 21:00,瑞典超級聯賽,米贊比,特利堡,1.9887,3.2199,3.5149,1.9659,3.2434,3.6095,---,---,---,1.75,3.30,4.00,0.0816,0.0410,0.1145,0.0356,0.2580,0.0734,0.0729,0.0371,0.1401,0.0432,0.2802,0.0776,,,,,,,---,---,---,2.5,2.10,1.65,,,,,,,,1 , 0,1 , 1,D,
144,SUN 24,2010-08-29 21:15,蘇格蘭超級聯賽,聖美倫,喜伯年,2.9284,3.2020,2.2531,3.0030,3.1986,2.2401,---,---,---,3.05,3.15,2.10,0.1428,0.0488,0.0945,0.0295,0.0848,0.0376,0.2118,0.0705,0.0982,0.0307,0.0670,0.0299,---,---,---,0/+0.5,1.96,1.88,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,1 , 0,H,
145,SUN 25,2010-08-29 21:30,德國甲組聯賽,利華古遜,慕遜加柏,1.3847,4.3271,7.5005,1.3777,4.4318,7.6756,---,---,---,1.35,4.40,6.50,0.0382,0.0276,0.2974,0.0687,0.7062,0.0941,0.0380,0.0276,0.3199,0.0722,0.7405,0.0965,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,1 , 3,3 , 6,A,
146,SUN 26,2010-08-29 22:00,英格蘭超級聯賽,利物浦,西布朗,1.1991,5.8234,13.1612,1.2450,5.3430,11.4815,---,---,---,1.18,5.50,12.00,0.0283,0.0236,0.5913,0.1015,2.1925,0.1666,0.0443,0.0356,0.4568,0.0855,1.6627,0.1448,,,,,,,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 0,1 , 0,H,
147,SUN 27,2010-08-29 22:00,英格蘭超級聯賽,新特蘭,曼城,3.9253,3.3401,1.8946,4.3671,3.4570,1.7878,---,---,---,4.60,3.60,1.62,0.3478,0.0886,0.1418,0.0424,0.0828,0.0437,0.4308,0.0986,0.1939,0.0561,0.0708,0.0396,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,1 , 0,H,
148,SUN 28,2010-08-29 22:00,蘇格蘭超級聯賽,赫斯,登地聯,2.2248,3.2089,2.9810,2.1317,3.2184,3.2250,---,---,---,2.15,3.20,2.90,0.0738,0.0332,0.0736,0.0229,0.1613,0.0541,0.0782,0.0367,0.0847,0.0263,0.2597,0.0805,,,,,,,---,---,---,2.5,2.20,1.59,,,,,,,,1 , 0,1 , 1,D,
